,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Souls of Leningrad,"Parry, Suzanne",164742268X,9781647422684,B09NPVFSX7,344        pp,4.35,620,"Nov 08, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There isn’t much written about Hitler’s war entering the Soviet Union. This was another path of destruction where the Nazis formed a blockade around LThere isn’t much written about Hitler’s war entering the Soviet Union. This was another path of destruction where the Nazis formed a blockade around Leningrad and kept its citizens in a noose-thereby cutting them off from food and other supplies, killing almost a million civilians. This was known as the siege on Leningrad and it lasted nearly 900 days. Starvation, cannibalism, disease, frigid temperatures. Wretched circumstances.This is the story of 2 women. Sofia, who is a violinist, and her granddaughter, Lena. It is their journey of survival. Brutal day and nights. Brave women. Under the oppression of Stalin only to be at the mercy of Hitler. What I enjoyed about this story is it provided a perspective that little is written about. The 2 female characters were strong and I could connect with Sofia. What I didn’t like so much, a couple of editing errors; a love story at the beginning that was juvenile but did mature so I got over that. But, there was a huge gap from 1942 to the end of the war. The struggle I’m sure didn’t stop but the focus of the story was on the 1st year of the siege. There were another 2 years - how did these years differ from the 1st? What happened? Overall, 4.25⭐️I would be remiss if I didn’t mention the current situation in Ukraine. With Putin raging this war against helpless civilians. One would hope that the erroneous decisions made by Hitler in WW2 wouldn’t transpire again. I guess Putin didn’t get that history lesson....more",Notes are private!,2,112,1,"Feb 06, 2023","Feb 11, 2023","Oct 28, 2022",,Kindle Edition,view (with text),/book/show/61414615-lost-souls-of-leningrad
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Measure the Earth with Our Bodies,"Lama, Tsering Yangzom",1635576415,9781635576412,1635576415,368        pp,4.08,"2,727","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 18, 2022",,Hardcover,view,/book/show/58532200-we-measure-the-earth-with-our-bodies
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan's Circle of Women,"See, Lisa*",1668022761,9781668022764,1668022761,320        pp,4.37,"83,785","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lisa See sweeps us into the Ming Dynasty in 15th century China. The rich culture, the traditions - some fascinating; some disturbing. Being born durinLisa See sweeps us into the Ming Dynasty in 15th century China. The rich culture, the traditions - some fascinating; some disturbing. Being born during this time, a woman was obedient; subservient. Purely there to breed and act as woman of the household.Tan Yunxian, is guided by her grandmother to practice Chinese medicine and heal women for their ailments- an education frowned upon by many. She is limited on who she can treat but secretly helps others. And always surrounded by women who support her during different phases of her life.I found this fascinating in the amount of research See did in Chinese medicine. The character both brave and intelligent and who successfully published a book on women's issues in the 1500’s, China. Tough traits to have when one is bound both physically and mentally.The foot binding will always make me cringe.4.5⭐️...more",Notes are private!,2,150,1,Aug 2023,"Aug 06, 2023","Oct 16, 2022",,Paperback,view (with text),/book/show/62620950-lady-tan-s-circle-of-women
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter People,"Murphy, Grainne",1915054354,9781915054357,1915054354,260        pp,4.11,874,unknown,"Oct 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 28, 2022",,Paperback,view,/book/show/60616288-winter-people
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Pirate,"Brooks-Dalton, Lily*",1538708272,9781538708279,1538708272,336        pp,4.05,"27,719","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh no, you didn’t. Oh yes, you did!!! You took me on a dystopian tour. Me, who isn’t a fan of the genre. But that’s what I said and you had me in GoodOh no, you didn’t. Oh yes, you did!!! You took me on a dystopian tour. Me, who isn’t a fan of the genre. But that’s what I said and you had me in Good Morning, Midnight. Now you’ve spun your talent again and sucked me right into the vortex. Wanda is a 9 year old child born during the largest hurricane ever in Florida. Named after the storm even. There is power in that name.Florida continues to disappear as hurricanes pummel the state. I lived through this one. It was a powerfully frightening one.The themes of climate change, politics, loss, survival at the centre of this action packed story.Well played!5⭐️...more",Notes are private!,4,202,1,"Dec 24, 2022","Dec 29, 2022","Sep 26, 2022",,Hardcover,view (with text),/book/show/60468332-the-light-pirate
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of Dirt Island,"Ryan, Donal",0857525212,9780857525215,0857525212,256        pp,4.10,"8,772","Aug 18, 2022","Aug 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Sep 24, 2022",,Hardcover,view,/book/show/59651122-the-queen-of-dirt-island
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warsaw Orphan,"Rimmer, Kelly*",1525895990,9781525895999,1525895990,416        pp,4.37,"34,294","Apr 28, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 21, 2022",,Paperback,view,/book/show/55004514-the-warsaw-orphan
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strangers,"Vermette, Katherena",,,,336        pp,4.10,"10,192","Sep 28, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 21, 2022",,,view,/book/show/57497282-the-strangers
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",1982131896,9781982131890,1982131896,388        pp,4.43,"198,148","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 21, 2022",,Hardcover,view,/book/show/52762903-the-book-of-lost-names
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",,,B076V7Z8FN,704        pp,4.15,"36,710","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 21, 2022",,Kindle Edition,view,/book/show/40776163-the-weight-of-ink
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",1982121602,9781982121600,1982121602,336        pp,4.18,"633,582","Apr 25, 2019","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Sep 21, 2022",,Paperback,view,/book/show/53799686-anxious-people
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Devils Are Here        (Chief Inspector Armand Gamache, #16)","Penny, Louise*",1250145236,9781250145239,1250145236,439        pp,4.43,"69,677","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2022",,Hardcover,view,/book/show/49127539-all-the-devils-are-here
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winemaker's Wife,"Harmel, Kristin*",1982112298,9781982112295,1982112298,385        pp,4.22,"69,016","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2022",,Hardcover,view,/book/show/42201870-the-winemaker-s-wife
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forest of Vanishing Stars,"Harmel, Kristin*",198215893X,9781982158934,198215893X,376        pp,4.26,"70,597","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2022",,Hardcover,view,/book/show/55711683-the-forest-of-vanishing-stars
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only the Beautiful,"Meissner, Susan*",0593332830,9780593332832,0593332830,400        pp,4.47,"20,901","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This cover: Beautiful. This story: Heartbreaking.Synethesia - a sensory experience of seeing colours with words or hearing music and seeing shapes.RosThis cover: Beautiful. This story: Heartbreaking.Synethesia - a sensory experience of seeing colours with words or hearing music and seeing shapes.Rosie sees colours with words. Bright. Bold. Beautiful. But, It’s 1938. This is considered an abnormality. When her parents are suddenly killed, she is taken in by the owners of the vineyard where her parents worked. But when an error in judgement happens when she is 17, her colours are used against her.The 2nd part of the story is Helen’s and her return from Europe when the war is over. We learn of her own tragic experiences she witnessed in Vienna as she learns of the tragedy Rosie went through at home.Frighteningly enough, eugenics wasn’t just what the Nazi’s practiced. It was happening in some of the states at the same time. New to me was Hitler’s devastating and horrific ""T4 program"". Meissner writes a captivating story with authentic characters and reminders of some shameful history. There was still beauty to be found in this multi layered story. I wasn’t thrilled when the story diverged but Meissner did make it whole again.4.5⭐️...more",Notes are private!,0,118,1,"May 10, 2023","May 11, 2023","Sep 10, 2022",,Hardcover,view (with text),/book/show/56687771-only-the-beautiful
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trees,"Everett, Percival",164445064X,9781644450642,164445064X,309        pp,4.07,"26,901","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ll have me some southern fried catfish while I  this gritty story with some white trailer trash folk in the upside down backwards county of MoI’ll have me some southern fried catfish while I  this gritty story with some white trailer trash folk in the upside down backwards county of Money, Mississippi. A murder or two or three. 2 men. One white, one black. Except the same black man disappears who was thought to be dead at another murder scene with a white man. Say what?! Other similar gruesome murders are happening around the country. Appears karma is kicking in for decades earlier hate crimes. The story is shockingly rudimentary- the racial discrimination -but not so surprising. Mississippi has been backwards for decades.I did chuckle a few times at the absurdity of the language. White cops, the stereotypical ones, from down south, who don’t know their sister from their mama. Neither does the community for that matter.A story with genuine quirkiness threaded throughout the heaviness of white supremacy and the horrific history of lynching. This was one badass read!4⭐️...more",Notes are private!,0,127,1,"Sep 08, 2022","Sep 12, 2022","Sep 08, 2022",,Paperback,view (with text),/book/show/56269278-the-trees
