,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,861","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Hardcover,view,/book/show/53238858-what-happened-to-you
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,225","May 19, 2020","May 19, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 16, 2021","Aug 28, 2021","Aug 16, 2021",,Paperback,view,/book/show/52867387-beach-read
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,586","Aug 27, 2010","Aug 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2021",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk Blood Heat,"Moniz, Dantiel W. *",0802158153,9780802158154,0802158153,208        pp,4.04,"9,118","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Hardcover,view,/book/show/43893870-milk-blood-heat
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breath: The New Science of a Lost Art,"Nestor, James",0735213615,9780735213616,0735213615,280        pp,4.15,"84,196","May 26, 2020","May 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Hardcover,view,/book/show/48890486-breath
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drunk: How We Sipped, Danced, and Stumbled Our Way to Civilization","Slingerland, Edward*",0316453382,9780316453387,0316453382,369        pp,3.80,"2,294","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2021",,Hardcover,view,/book/show/55643282-drunk
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls of a Certain Age,"Adelmann, Maria*",0316450812,9780316450812,0316450812,240        pp,3.49,"1,567","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2021",,Hardcover,view,/book/show/53915328-girls-of-a-certain-age
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","Pollan, Michael*",0735224153,9780735224155,0735224153,464        pp,4.27,"75,310","May 15, 2018","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2021",,Paperback,view,/book/show/44774807-how-to-change-your-mind
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonny Appleseed,"Whitehead, Joshua",,,,224        pp,3.95,"14,730","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2021",,Paperback,view,/book/show/37514017-jonny-appleseed
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,656","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2021",,Hardcover,view,/book/show/50623864-the-invisible-life-of-addie-larue
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"185,823","Sep 28, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2021",,Hardcover,view,/book/show/34466963-why-we-sleep
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone in This Room Will Someday Be Dead,"Austin, Emily*",1982167351,9781982167356,1982167351,256        pp,3.87,"58,867","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2021",,Hardcover,view,/book/show/55711706-everyone-in-this-room-will-someday-be-dead
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,106","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2021",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drug Use for Grown-Ups: Chasing Liberty in the Land of Fear,"Hart, Carl L.",1101981644,9781101981641,1101981644,304        pp,4.04,"4,014","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/53481723-drug-use-for-grown-ups
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unsettled Ground,"Fuller, Claire*",1487009402,9781487009403,1487009402,304        pp,3.79,"14,535","Jan 28, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Paperback,view,/book/show/55578846-unsettled-ground
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding the Mother Tree: Discovering the Wisdom of the Forest,"Simard, Suzanne*",052565609X,9780525656098,052565609X,348        pp,4.23,"12,662","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/54976983-finding-the-mother-tree
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burnt Sugar,"Doshi, Avni*",024144151X,9780241441510,024144151X,240        pp,3.27,"22,532","Aug 25, 2019","Jul 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2021","Nov 12, 2021","Jul 09, 2021",,Paperback,view,/book/show/52969580-burnt-sugar
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures","Sheldrake, Merlin*",0525510311,9780525510314,0525510311,352        pp,4.36,"35,211","May 12, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/52668915-entangled-life
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,297","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/41104077-invisible-women
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",1400044162,9781400044160,1400044162,433        pp,4.34,"158,871","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2021",,Hardcover,view,/book/show/18749.Half_of_a_Yellow_Sun
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Medicine        (Love Medicine, #1)","Erdrich, Louise",0060786469,9780060786465,0060786469,367        pp,4.01,"26,605",1984,"Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/91440.Love_Medicine
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much of These Hills Is Gold,"Zhang, C Pam*",0525537201,9780525537205,0525537201,288        pp,3.79,"23,838","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/45895362-how-much-of-these-hills-is-gold
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Udala Trees,"Okparanta, Chinelo*",0544003446,9780544003446,,328        pp,4.03,"12,771","Sep 03, 2015","Sep 22, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/23719408-under-the-udala-trees
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Wife,"Gaige, Amity",0525656499,9780525656494,0525656499,288        pp,3.66,"12,488","Jan 01, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2021",,Hardcover,view,/book/show/49666975-sea-wife
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knockout Queen,"Thorpe, Rufi*",,,,277        pp,3.70,"11,824","Apr 28, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2021",,Hardcover,view,/book/show/50852136-the-knockout-queen
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Your Mind on Plants,"Pollan, Michael*",0593296907,9780593296905,0593296907,288        pp,3.86,"28,473","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2021","Jul 21, 2021","Jul 06, 2021",,Hardcover,view,/book/show/56015023-this-is-your-mind-on-plants
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,125","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2021",,Hardcover,view,/book/show/55994372-the-paper-palace
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brother, Sister, Mother, Explorer","Figueroa, Jamie",194822688X,9781948226882,194822688X,224        pp,3.59,527,"Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Hardcover,view,/book/show/55098891-brother-sister-mother-explorer
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Touch,"McCullough, Colleen",0671024191,9780671024192,0671024191,624        pp,4.04,"5,717",2003,"Sep 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Mass Market Paperback,view,/book/show/1140690.The_Touch
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,429        pp,4.11,"971,175",1967,"Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Paperback,view,/book/show/7597.One_Hundred_Years_of_Solitude
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place for Us,"Mirza, Fatima Farheen*",1524763551,9781524763558,1524763551,385        pp,4.17,"59,913","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Hardcover,view,/book/show/36840397-a-place-for-us
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Teeth,"Smith, Zadie",0375703861,9780375703867,0375703861,448        pp,3.79,"157,493","Apr 01, 2000","Jun 12, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Paperback,view,/book/show/3711.White_Teeth
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,707","Sep 24, 1998","May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Hardcover,view,/book/show/7244.The_Poisonwood_Bible
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,480",1982,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ensemble,"Gabel, Aja*",0735214778,9780735214774,0735214778,352        pp,3.48,"10,101","May 15, 2018","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Paperback,view,/book/show/44908895-the-ensemble
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The First Man in Rome        (Masters of Rome, #1)","McCullough, Colleen",0380710811,9780380710812,0380710811,"1,076        pp",4.13,"22,910","Sep 28, 1990","Aug 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2021",,Mass Market Paperback,view,/book/show/480570.The_First_Man_in_Rome
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exciting Times,"Dolan, Naoise",0062968742,9780062968746,0062968742,243        pp,3.24,"63,825","Apr 01, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2021",,Hardcover,view,/book/show/50175419-exciting-times
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,879","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2021",,Hardcover,view,/book/show/48570454-transcendent-kingdom
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firekeeper’s Daughter,"Boulley, Angeline*",,,,496        pp,4.34,"154,678","Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Hardcover,view,/book/show/52346471-firekeeper-s-daughter
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",178599638X,9781785996382,178599638X,412        pp,4.05,"886,114","Dec 23, 1815","Feb 22, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 25, 2023","Apr 29, 2023","Jun 25, 2021",,Paperback,view,/book/show/31298669-emma
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleanness,"Greenwell, Garth*",0374124582,9780374124588,0374124582,240        pp,3.80,"8,507","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2021",,Hardcover,view,/book/show/45892271-cleanness
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",0316454133,9780316454131,0316454133,608        pp,4.41,"96,891","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2021",,Hardcover,view,/book/show/51022071-catch-and-kill
