,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale of Two Cities,"Dickens, Charles",0141439602,9780141439600,0141439602,489        pp,3.87,"947,144","Nov 26, 1859",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/1953.A_Tale_of_Two_Cities
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sister,"China, Max*",,,,501        pp,3.65,568,"Nov 21, 2013","Nov 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Kindle Edition,view,/book/show/22011494-the-sister
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women with Attention Deficit Disorder: Embrace Your Differences and Transform Your Life,"Solden, Sari*",1887424970,9781887424974,1887424970,304        pp,4.24,"1,698","Oct 01, 1995","Nov 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/211483.Women_with_Attention_Deficit_Disorder
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wind Through the Keyhole        (The Dark Tower, #4.5)","King, Stephen*",,,,322        pp,4.14,"83,518","Feb 21, 2012","Apr 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Kindle Edition,view,/book/show/12341557-the-wind-through-the-keyhole
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Swim-Two-Birds,"O'Brien, Flann",,,,239        pp,3.86,"13,378","Mar 13, 1939","Aug 17, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/97333.At_Swim_Two_Birds
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky at Cards,"Lord, Sheldon",0843957689,9780843957686,0843957689,220        pp,3.77,"1,234",1964,"Jan 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/68787.Lucky_at_Cards
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fluke: Or, I Know Why the Winged Whale Sings","Moore, Christopher*",006056668X,9780060566685,006056668X,324        pp,3.76,"40,872","Jun 03, 2003","Jun 15, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/33441.Fluke
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballad of Ballard and Sandrine,"Straub, Peter",1596064412,9781596064416,1596064412,96        pp,2.77,560,"Dec 31, 2011","Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Hardcover,view,/book/show/12015410-the-ballad-of-ballard-and-sandrine
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bullet for Cinderella,"MacDonald, John D.",,,,191        pp,4.02,"1,499",1955,1955,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 01, 2014",,Mass Market Paperback,view,/book/show/570641.A_Bullet_for_Cinderella
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess Bride,"Goldman, William",0345418263,9780345418265,0345418263,429        pp,4.27,"899,595","Sep 01, 1973","Jul 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/21787.The_Princess_Bride
737,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,778",1945,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/4799.Cannery_Row
738,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,739","Jan 01, 1997","Aug 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/10920.Cold_Mountain
739,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl,"Steinbeck, John",0142000698,9780142000694,0142000698,96        pp,3.53,"237,967",1947,"Jan 08, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/5308.The_Pearl
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Schindler’s List,"Keneally, Thomas",0340606517,9780340606513,0340606517,429        pp,4.34,"160,234","Oct 18, 1982","Feb 17, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/375013.Schindler_s_List
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Son of the Endless Night,"Farris, John",,,B00C5W7TRI,509        pp,3.76,519,"Jan 01, 1985","Apr 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Kindle Edition,view,/book/show/19411170-son-of-the-endless-night
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Short Stories of Ernest Hemingway,"Hemingway, Ernest",1416587292,9781416587293,1416587292,672        pp,4.29,"36,425",1987,"Nov 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Kindle Edition,view,/book/show/7004443-the-complete-short-stories-of-ernest-hemingway
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Tradition,"Lee, Edward",,,B004U7V4C2,162        pp,3.82,385,2002,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Kindle Edition,view,/book/show/11456169-family-tradition
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come Late to the Love of Birds,"Kasturi, Sandra",1926639502,9781926639505,1926639502,125        pp,4.46,46,"Nov 01, 2012","Nov 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Paperback,view,/book/show/15816705-come-late-to-the-love-of-birds
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Simple Plan,"Smith, Scott B.",0307279952,9780307279958,0307279952,416        pp,3.91,"31,294","Aug 31, 1993","Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2014",,Paperback,view,/book/show/21727.A_Simple_Plan
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil Knows You're Dead        (Matthew Scudder, #11)","Block, Lawrence*",,,B000FC11EC,384        pp,4.01,"3,058",1993,"Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2014",,Kindle Edition,view,/book/show/8717412-the-devil-knows-you-re-dead
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Necroscope        (Necroscope #1),"Lumley, Brian",0812521374,9780812521375,0812521374,512        pp,4.01,"21,055","Jun 26, 1986","Jan 15, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2014",,Mass Market Paperback,view,/book/show/1063376.Necroscope
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die a Little,"Abbott, Megan*",0743261704,9780743261708,0743261704,256        pp,3.66,"2,758","Feb 08, 2005","Feb 22, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Megan Abbott's writing is addictive if you like the feeling of being stuck in someone else's head, in their maddening dream. Megan Abbott's writing is addictive if you like the feeling of being stuck in someone else's head, in their maddening dream. ...more",Notes are private!,0,3,1,"Feb 22, 2015","Feb 25, 2015","May 28, 2014",,Hardcover,view (with text),/book/show/52403.Die_a_Little
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darla's Story        (Ashfall, #0.5)","Mullin, Mike*",,,B00FOAF2B8,102        pp,3.98,999,"Oct 05, 2013","Oct 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,Kindle Edition,view,/book/show/18633571-darla-s-story
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ashen Winter        (Ashfall, #2)","Mullin, Mike*",1933718757,9781933718750,1933718757,576        pp,4.08,"11,487","Oct 16, 2012","Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,Hardcover,view,/book/show/9867814-ashen-winter
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sunrise        (Ashfall, #3)","Mullin, Mike*",1939100011,9781939100016,1939100011,546        pp,4.26,"6,907","Apr 15, 2014","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,Hardcover,view,/book/show/15741928-sunrise
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Effortless Mastery: Liberating the Master Musician Within,"Werner, Kenny",156224003X,9781562240035,156224003X,192        pp,4.22,"2,378",Jan 1996,"Nov 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,Paperback,view,/book/show/81941.Effortless_Mastery
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rogue,"Gifune, Greg F.",1940544092,9781940544090,1940544092,218        pp,4.15,129,"Jan 01, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2014",,Paperback,view,/book/show/20984228-rogue
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravesend,"Boyle, William*",1940885035,9781940885032,1940885035,228        pp,3.88,785,"Nov 13, 2013","Nov 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2014",,Paperback,view,/book/show/19034306-gravesend
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pulp Fiction: The Complete Story of Quentin Tarantino's Masterpiece,"Bailey, Jason",0760344795,9780760344798,0760344795,200        pp,4.06,130,"Jan 01, 2013","Nov 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2014",,Hardcover,view,/book/show/17318250-pulp-fiction
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Equal Rites        (Discworld, #3; Witches, #1)","Pratchett, Terry",0060855908,9780060855901,0060855908,240        pp,4.06,"179,750","Jan 15, 1987","Sep 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2014",,Paperback,view,/book/show/34507.Equal_Rites
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaiju Rising: Age of Monsters,"Marquitz, Tim*",,,,550        pp,3.69,511,"Dec 09, 2014","Feb 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2014",,Kindle Edition,view,/book/show/20620935-kaiju-rising
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Creed,"Herbert, James",0333761316,9780333761311,0333761316,376        pp,3.70,"3,427",1990,"Jan 01, 1861",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2014",,Hardcover,view,/book/show/397874.Creed
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Feast for Crows        (A Song of Ice and Fire, #4)","Martin, George R.R.",055358202X,9780553582024,B005JV4KFG,"1,060        pp",4.16,"731,003","Oct 17, 2005",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2014",,Mass Market Paperback,view,/book/show/13497.A_Feast_for_Crows
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three        (The Three, #1)","Lotz, Sarah*",031624290X,9780316242905,031624290X,471        pp,3.31,"14,163","May 01, 2014","May 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2014",,Hardcover,view,/book/show/18453110-the-three
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Media Control: The Spectacular Achievements of Propaganda,"Chomsky, Noam",1583225366,9781583225363,1583225366,103        pp,4.02,"7,841",1995,"Sep 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2014",,Paperback,view,/book/show/12615.Media_Control
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War of the Worlds,"Wells, H.G.",0375759239,9780375759239,0375759239,192        pp,3.83,"314,086",1898,"Mar 12, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2014",,Paperback,view,/book/show/8909.The_War_of_the_Worlds
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exiled,"Meikle, William*",,,B00JFAR6P8,242        pp,3.99,92,"Jul 01, 2014","Jul 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2014",,Kindle Edition,view,/book/show/22076126-the-exiled
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,UR,"King, Stephen*",,,B001RF3U9K,61        pp,3.75,"20,965","Feb 12, 2009","Feb 12, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2014",,Kindle Edition,view,/book/show/6251012-ur
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hole,"Meikle, William*",1937771970,9781937771973,1937771970,266        pp,3.67,575,"May 30, 2013","May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2014",,ebook,view,/book/show/18043356-the-hole
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales from the Nightside,"Grant, Charles L.",0870540912,9780870540912,0870540912,228        pp,3.85,230,1981,"Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2014",,Hardcover,view,/book/show/1597650.Tales_from_the_Nightside
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ritual,"Nevill, Adam*",0312641842,9780312641849,0312641842,432        pp,3.59,"23,740","May 28, 2011","Feb 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2014",,Paperback,view,/book/show/12063443-the-ritual
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ceremony of Flies,"Jonez, Kate*",1940544424,9781940544427,,unknown,3.67,66,"Jul 01, 2014","Jul 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2014",,ebook,view,/book/show/22042289-ceremony-of-flies
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aloha from Hell        (Sandman Slim, #3)","Kadrey, Richard*",0061714321,9780061714320,0061714321,438        pp,4.03,"16,905","Oct 18, 2011","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2014",,Hardcover,view,/book/show/10439703-aloha-from-hell
