,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline,"Bredesen, Dale E.",0735216207,9780735216204,0735216207,320        pp,4.21,"3,632","Aug 22, 2017","Aug 22, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2019","Dec 28, 2021","May 24, 2019",,Hardcover,view,/book/show/32829667-the-end-of-alzheimer-s
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spill,"Fondakowski, Leigh",,,,2        pp,3.60,198,Aug 2018,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2019","May 25, 2019","May 20, 2019",,Audiobook,view,/book/show/30725130-spill
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Opening the Word IMMEASURABLY MORE,"Martin, Casandra",0890983038,9780890983034,0890983038,0        pp,4.70,10,unknown,"Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I DNF the weekly homework in this study. It makes valuable points and made for good weekly discussion with the ladies, so I’m saying 3. But I felt likI DNF the weekly homework in this study. It makes valuable points and made for good weekly discussion with the ladies, so I’m saying 3. But I felt like it could really have been improved by a good editor....more",Notes are private!,0,1,1,not set,not set,"May 07, 2019",,Spiral-bound,view (with text),/book/show/28598358-women-opening-the-word-immeasurably-more
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayers That Avail Much for Women - Pocket,"Copeland, Germaine",1424505771,9781424505777,B000P5FI7A,224        pp,4.57,103,"May 01, 1997","Dec 07, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2019","Feb 18, 2020","May 04, 2019",,Kindle Edition,view,/book/show/23001531-prayers-that-avail-much-for-women---pocket
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No More Dead Dogs,"Korman, Gordon",0786816015,9780786816019,0786816015,180        pp,3.74,"8,690","Sep 01, 2000","Aug 19, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hysterical, with a mystery and a little romance thrown in...can’t imagine a j-high student who wouldn’t love it... :-D Oh, and a very subtle non-preacHysterical, with a mystery and a little romance thrown in...can’t imagine a j-high student who wouldn’t love it... :-D Oh, and a very subtle non-preachy lesson about why we might not sometimes tell the WHOLE truth to those we love. ;)...more",Notes are private!,0,0,1,"May 02, 2019","Jul 07, 2019","May 02, 2019",,Paperback,view (with text),/book/show/160698.No_More_Dead_Dogs
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fountains of Silence,"Sepetys, Ruta*",0399160310,9780399160318,0399160310,512        pp,4.31,"67,649","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2019",,Hardcover,view,/book/show/43220998-the-fountains-of-silence
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,"Alter, Adam",1594206643,9781594206641,1594206643,368        pp,3.87,"11,580","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2019",,Hardcover,view,/book/show/30962055-irresistible
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,382","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2019",,Hardcover,view,/book/show/20696006-being-mortal
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Open the Door: How One Invitation Can Change a Generation,"Schmidt, Jen",1433643073,9781433643071,1433643073,224        pp,4.39,840,Apr 2018,"Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2019",,Paperback,view,/book/show/35290423-just-open-the-door
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegrown - Bible Study Book: Cultivating Kids in the Fruit of the Spirit,"Straub, Josh",1535950153,9781535950152,1535950153,160        pp,4.75,16,unknown,"Apr 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Paperback,view,/book/show/44612342-homegrown---bible-study-book
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,645","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/35133922-educated
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work: Rules for Focused Success in a Distracted World,"Newport, Cal",1455586692,9781455586691,1455586692,296        pp,4.18,"154,698","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/25744928-deep-work
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digital Minimalism: Choosing a Focused Life in a Noisy World,"Newport, Cal",052553654X,,B07DBRBP7G,302        pp,4.06,"78,832",2019,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Kindle Edition,view,/book/show/40672036-digital-minimalism
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Counting,"Schmandt-Besserat, Denise",0688141188,9780688141189,0688141188,unknown,4.08,84,"Aug 25, 1999","Aug 25, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/934024.The_History_of_Counting
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Just Happy to Be Here: A Memoir of Renegade Mothering,"Hanchett, Janelle*",0316503770,9780316503778,0316503770,320        pp,4.13,"2,206","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/36204320-i-m-just-happy-to-be-here
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Rebel: Birth Order, Family Dynamics and Creative Lives","Sulloway, Frank J.",0679758763,9780679758761,0679758763,672        pp,3.75,301,"Oct 08, 1996","Sep 02, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Paperback,view,/book/show/907447.Born_to_Rebel
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What a Difference a Mom Makes: The Indelible Imprint a Mom Leaves on Her Son's Life,"Leman, Kevin",080072173X,9780800721732,080072173X,272        pp,3.94,804,"Sep 01, 2012","Sep 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/13789035-what-a-difference-a-mom-makes
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birth Order Blues: How Parents Can Help their Children Meet the Challenges of their Birth Order,"Wallace, Meri",0805052100,9780805052107,0805052100,222        pp,3.51,37,"May 18, 1999","May 18, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Paperback,view,/book/show/1177709.Birth_Order_Blues
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"iGen: Why Today’s Super-Connected Kids Are Growing Up Less Rebellious, More Tolerant, Less Happy--and Completely Unprepared for Adulthood--and What That Means for the Rest of Us","Twenge, Jean M.",1501151983,9781501151989,1501151983,352        pp,3.79,"5,096","Aug 01, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Hardcover,view,/book/show/33268384-igen
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,437",May 2001,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2019",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simple Acts: The Busy Family's Guide to Giving Back,"MPH, Natalie Silverstein",0876598130,9780876598139,0876598130,144        pp,4.58,12,unknown,"Apr 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2019",,Paperback,view,/book/show/42361328-simple-acts
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mortal Engines        (Mortal Engines, #1)","Reeve, Philip*",0060082097,9780060082093,0060082097,326        pp,3.76,"64,933","Nov 16, 2001","Sep 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2019",,Paperback,view,/book/show/287861.Mortal_Engines
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Reach Me,"Stead, Rebecca",,,B002FQOI0A,210        pp,4.08,"110,378","Jul 14, 2009","Jul 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2019",,Kindle Edition,view,/book/show/39026919-when-you-reach-me
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls Like Us,"Giles, Gail*",0763662674,9780763662677,0763662674,210        pp,3.93,"4,906","May 27, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Powerful and compelling. Listened to audiobook. And I can see the point of some of the criticisms. But I don’t think it detracts from the beauty of thPowerful and compelling. Listened to audiobook. And I can see the point of some of the criticisms. But I don’t think it detracts from the beauty of this story’s conclusion.Warning: Deals heavily with rape....more,Notes are private!,0,2,1,"Mar 19, 2019","May 02, 2019","Mar 19, 2019",,Hardcover,view (with text),/book/show/18404410-girls-like-us
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Save Texas: A Journey into the Soul of the Lone Star State,"Wright, Lawrence*",0525520104,9780525520108,0525520104,368        pp,4.00,"6,415","Apr 17, 2018","Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2019",,Hardcover,view,/book/show/35457359-god-save-texas
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solo,"Alexander, Kwame",,,B01MQGWV5F,463        pp,3.94,"13,030","Jul 25, 2017","Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lyrical, poetic, beautiful writing. Good story of transition, loss, growing up. Audio read by the author and with songs included was nice, although thLyrical, poetic, beautiful writing. Good story of transition, loss, growing up. Audio read by the author and with songs included was nice, although the dialogue can be hard to follow regarding who is saying what. Without saying too much, I guess my only question is whether the main character and his father had a right to lay claim to the final event. ...more",Notes are private!,0,0,1,"Feb 24, 2019","Mar 18, 2019","Feb 24, 2019",,Kindle Edition,view (with text),/book/show/33004289-solo
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Wind Knows,"Harmon, Amy*",1503959600,9781503959606,B07DHMNY7H,418        pp,4.36,"91,526","Mar 01, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Kindle Edition,view,/book/show/40407141-what-the-wind-knows
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stride Toward Freedom: The Montgomery Story,"King Jr., Martin Luther",0062504908,9780062504906,0062504908,240        pp,4.56,"1,177","Nov 30, 1957","Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/950321.Stride_Toward_Freedom
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last,"Jameson, Hanna*",0241349176,9780241349175,0241349176,392        pp,3.53,"21,138","Jan 24, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2019",,Hardcover,view,/book/show/40048961-the-last
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Man: The Life of Neil A. Armstrong,"Hansen, James R.",0743257510,9780743257510,0743257510,784        pp,3.91,"6,133","Jun 27, 2005","Oct 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2019",,Paperback,view,/book/show/205589.First_Man
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrous Beauty,"Fama, Elizabeth*",0374373663,9780374373665,0374373663,295        pp,3.64,"5,165","Sep 04, 2012","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holds your interest, different, enjoyable unwinding of a knotted story, and could lead to good discussion on the ambiguity of who was hero and who wasHolds your interest, different, enjoyable unwinding of a knotted story, and could lead to good discussion on the ambiguity of who was hero and who was villain and whether that’s an all-or-nothing question. Warning: rape scene....more",Notes are private!,0,0,1,"Jan 27, 2019","Feb 24, 2019","Jan 27, 2019",,Hardcover,view (with text),/book/show/12971662-monstrous-beauty
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reader, Come Home: The Reading Brain in a Digital World","Wolf, Maryanne",0062388797,9780062388797,,272        pp,3.88,"3,607","Aug 07, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2019",,ebook,view,/book/show/35887237-reader-come-home
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,726","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2019",,Hardcover,view,/book/show/35959740-circe
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Suffering?: Finding Meaning and Comfort When Life Doesn't Make Sense,"Zacharias, Ravi",1455549703,9781455549702,1455549703,240        pp,4.24,764,"Sep 02, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2018",,Hardcover,view,/book/show/20454660-why-suffering
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gideon Falls #1,"Lemire, Jeff",,,B078JBWK89,36        pp,4.14,566,"Mar 07, 2018","Mar 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2018",,Kindle Edition,view,/book/show/39018933-gideon-falls-1
