,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Storm Within        (Women of Whitfield, #1)","Deluca, Darlene*",1490379231,9781490379231,1490379231,317        pp,3.89,283,"Jul 29, 2013","Aug 24, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 06, 2014",,Paperback,view,/book/show/18243319-the-storm-within
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Atonement        (Attainment, #2)","Cardwell, J.H.*",1492722863,9781492722861,1492722863,326        pp,3.89,64,"Oct 18, 2013","Oct 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2014",,Paperback,view,/book/show/18700567-atonement
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Attainment        (Attainment, #1)","Cardwell, J.H.*",1489571345,9781489571342,1489571345,244        pp,3.38,177,"Jul 19, 2013","Jul 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2014",,Paperback,view,/book/show/18223462-attainment
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",,,,418        pp,3.95,"672,253",Mar 2015,Jan 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not always a fan of stories told with a different point of view/narrator in each chapter, especially in the beginning when it's not clear how charI'm not always a fan of stories told with a different point of view/narrator in each chapter, especially in the beginning when it's not clear how characters are linked. Liane Moriarty did it so seamlessly, making the characters unique enough that she pulled me into each character's story. For the first several chapters, I found myself trusting and not worrying about how the stories entwined. I guessed the secret before it was revealed, yet that didn't decrease the suspense. I didn't see the surprise at the end coming. It was hard to read and maybe a bit convenient, my only minor quibble....more",Notes are private!,0,10,1,"Jan 26, 2014",Feb 2014,"Jan 26, 2014",,Paperback,view (with text),/book/show/17465450-the-husband-s-secret
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",0670026603,9780670026609,0670026603,369        pp,4.26,"1,628,821","Dec 31, 2012","Dec 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautiful and anything but run of the mill love story. Characters are well developed--flawed and believable and likable. it started slow for me. I sA beautiful and anything but run of the mill love story. Characters are well developed--flawed and believable and likable. it started slow for me. I stuck with it mostly because I'd read so many wonderful s. By mid-way, I was hooked, and it was impossible to put down for the last 100 pages . . . almost but not quite overcoming the slow start and pushing the rating to 5.Jojo Moyes does a remarkable job putting the reader inside the main characters gut wrenching decisions. One other minor quibble that kept me from rating it 5, I didn't love the periodic point of view changes. ...more",Notes are private!,0,15,1,"Jan 21, 2014","Jan 26, 2014","Jan 21, 2014",,Hardcover,view (with text),/book/show/15507958-me-before-you
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Wings,"Kidd, Sue Monk*",0670024783,9780670024780,0670024783,384        pp,4.25,"314,516","Jan 07, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Invention of Wings got me thinking deeply and stirred so many emotions. Because The Secret Life of Bees turned me into an instant SMK fan, I knew The Invention of Wings got me thinking deeply and stirred so many emotions. Because The Secret Life of Bees turned me into an instant SMK fan, I knew I had to read Invention of Wings and started it without knowing what it was about. I had never read a  or even the book jacket. My first surprise was that it is a rich historical saga weaving fiction and fact. SMK sense of place and time are vivid-- grandiose homes and plantations of 1820's south, inhumanity of slave-owners desperate to protect their immoral way of life, brutality of slavery. Most poignant is the abiding spirit and hope of slaves. This ultimately hopeful story is steeped in history and the unconscionable treatment of slaves and those factors made it both a compelling and slow read for me....more",Notes are private!,0,11,1,"Nov 15, 2014","Nov 16, 2014","Jan 19, 2014",,Hardcover,view (with text),/book/show/18079776-the-invention-of-wings
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor & Park,"Rowell, Rainbow*",1250012570,9781250012579,1250012570,328        pp,3.94,"1,171,341","Apr 12, 2012","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So many things to love about this story. One of my favorites is the author, Rainbow Rowell's use of exactly the right specific detail to show and evokSo many things to love about this story. One of my favorites is the author, Rainbow Rowell's use of exactly the right specific detail to show and evoke feeling. An example, Eleanor's younger siblings fighting over who gets to keep an empty box at Christmas, showing just how poor they are and more importantly, how much they need some private space of their own. Eleanor and Park's love story is quirky, and sweet, beautiful and sad. ...more",Notes are private!,0,12,1,"Apr 17, 2014","Apr 20, 2014","Jan 11, 2014",,Hardcover,view (with text),/book/show/15745753-eleanor-park
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hundred Summers,"Williams, Beatriz*",039916216X,9780399162169,039916216X,357        pp,3.95,"44,953","May 30, 2013","May 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2014","Jan 21, 2014","Jan 10, 2014",,Hardcover,view,/book/show/16158535-a-hundred-summers
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart Like Mine,"Hatvany, Amy*",1451640560,9781451640564,1451640560,370        pp,3.72,"3,764","Mar 19, 2013","Mar 19, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2014","Jan 10, 2014","Jan 05, 2014",,Paperback,view,/book/show/15802442-heart-like-mine
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfinished Work of Elizabeth D.,"Bernier, Nichole*",0307887804,9780307887801,0307887804,309        pp,3.50,"4,855","Jun 05, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2013",,Hardcover,view,/book/show/13035306-the-unfinished-work-of-elizabeth-d
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",1742612016,9781742612010,1742612016,416        pp,3.95,"672,253",Mar 2015,"Apr 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 30, 2013",,Paperback,view,/book/show/17317855-the-husband-s-secret
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",,,B00BAXFECK,774        pp,3.94,"925,119","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 29, 2013",,Kindle Edition,view,/book/show/18902634-the-goldfinch
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alice Steer Wilson Light, Particularly","Stridick, Janice Wilson*",,,,118        pp,5.00,3,"Nov 08, 2013",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautiful book on so many levels. It showcases the arypt of Alice Steer Wilson, and her love affair with quaint, Victorian Cape May. In compiling AlA beautiful book on so many levels. It showcases the arypt of Alice Steer Wilson, and her love affair with quaint, Victorian Cape May. In compiling Alice's work, and chronicling her journey as an artist, Alice's daughter Janice Wilson Stridick fulfills a promise to her dying mother and creates a wonderful, labor of love. ...more",Notes are private!,0,0,1,"Dec 28, 2013","Jan 05, 2014","Dec 28, 2013",,Hardcover,view (with text),/book/show/18246710-alice-steer-wilson-light-particularly
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Eat a Cupcake,"Donohue, Meg*",0062069284,9780062069283,0062069284,309        pp,3.52,"7,794","Mar 13, 2012","Feb 15, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2013","Jan 08, 2014","Dec 27, 2013",,Paperback,view,/book/show/12266205-how-to-eat-a-cupcake
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Incomplete Passes: Reflections On Life, Love, And Football","Lange, Linda*",1462033741,9781462033744,1462033741,164        pp,3.70,10,"Aug 01, 2011","Aug 24, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2013",,Paperback,view,/book/show/12676337-incomplete-passes
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Lost His Smile,"Rollet, Ronald Thomas",1453891145,9781453891148,1453891145,192        pp,5.00,2,"Jan 01, 2012",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Smart and witty stories, with quirky, sympathetic characters.",Notes are private!,0,0,1,"Dec 13, 2013","Jan 08, 2014","Dec 13, 2013",,Paperback,view (with text),/book/show/17735356-the-man-who-lost-his-smile
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pieces We Keep,"McMorris, Kristina*",0758281161,9780758281166,0758281161,464        pp,3.90,"6,008","Jan 01, 2013","Nov 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2013",,Paperback,view,/book/show/17166248-the-pieces-we-keep
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morning Glory,"Jio, Sarah*",0142196991,9780142196991,0142196991,304        pp,3.89,"8,585","Nov 26, 2013","Nov 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2013",,Paperback,view,/book/show/17707679-morning-glory
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiger's Wife,"Obreht, Téa*",0385343833,9780385343831,0385343833,338        pp,3.42,"99,562","Mar 08, 2011","Mar 08, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2013","Nov 24, 2013","Nov 24, 2013",,Hardcover,view,/book/show/8366402-the-tiger-s-wife
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hamlet: Screenplay, Introduction And Film Diary","Branagh, Kenneth",0393315053,9780393315059,0393315053,208        pp,4.14,"182,681","Nov 17, 1996","Nov 17, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 24, 2013",,Paperback,view,/book/show/117251.Hamlet
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stella Bain,"Shreve, Anita",0316098868,9780316098861,0316098868,272        pp,3.48,"17,115","Jan 01, 2013","Nov 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2013",,Hardcover,view,/book/show/17333237-stella-bain
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beachcombers,"Thayer, Nancy*",0345518284,9780345518286,0345518284,351        pp,3.80,"18,385","Jun 22, 2010","Jun 22, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2013",,Hardcover,view,/book/show/7010683-beachcombers
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Spring,"Griffith, Scott",1480097772,9781480097773,1480097772,217        pp,4.00,3,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2013",,Paperback,view,/book/show/17735473-cold-spring
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,752","Mar 20, 2012","Mar 20, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great example of why I sometimes wish ratings weren't only whole numbers. more than a 3 for me, and not a 4 . . . 3.5+. Well written, the grief and inGreat example of why I sometimes wish ratings weren't only whole numbers. more than a 3 for me, and not a 4 . . . 3.5+. Well written, the grief and insights felt real and believable. So why a 3? Something about the voice never fully pulled me in....more",Notes are private!,0,4,1,not set,not set,"Nov 09, 2013",,Hardcover,view (with text),/book/show/12262741-wild
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is This Tomorrow,"Leavitt, Caroline*",1616200545,9781616200541,1616200545,384        pp,3.65,"4,440",2013,"May 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2013","Nov 05, 2013","Oct 31, 2013",,Paperback,view,/book/show/17086095-is-this-tomorrow
