,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friends for the Journey,"Shaw, Luci",1573832413,9781573832410,1573832413,220        pp,4.07,149,"Jan 01, 1997","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2013",,Paperback,view,/book/show/546052.Friends_for_the_Journey
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bread and Wine: A Love Letter to Life Around the Table with Recipes,"Niequist, Shauna",0310328179,9780310328179,0310328179,288        pp,4.22,"15,249","Jan 01, 2013","Apr 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely fantastic cookbook/memoir mashup, and definitely Niequist's best book to date. Absolutely fantastic cookbook/memoir mashup, and definitely Niequist's best book to date. ...more",Notes are private!,0,13,1,Mar 2013,"Mar 15, 2013","Mar 01, 2013",,Hardcover,view (with text),/book/show/16182601-bread-and-wine
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Light,"Stead, Rebecca",0375840176,9780375840173,B002NPCTRW,328        pp,3.85,"6,136","Jun 26, 2007","Jun 26, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2013,Mar 2013,"Mar 01, 2013",,Hardcover,view,/book/show/304351.First_Light
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinner: A Love Story: It All Begins at the Family Table,"Rosenstrach, Jenny",0062080903,9780062080905,0062080903,302        pp,4.05,"4,873","Jun 05, 2012","Jun 05, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rosenstrach used to work for Real Simple, so it's no surprise that this cookbook-with-a-dash-of-memoir is practical, funny, and smart. The bourbon marRosenstrach used to work for Real Simple, so it's no surprise that this cookbook-with-a-dash-of-memoir is practical, funny, and smart. The bourbon marinated pork is my favorite. ...more",Notes are private!,0,0,1,"Feb 28, 2013","Feb 28, 2013","Feb 28, 2013",,Hardcover,view (with text),/book/show/13043698-dinner
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,598,978","Mar 03, 2005","Dec 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2013","Feb 24, 2013","Feb 23, 2013",,Paperback,view,/book/show/99561.Looking_for_Alaska
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,239",Dec 1847,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm glad to finally cross this one off my list! I'm glad to finally cross this one off my list! ...more,Notes are private!,0,9,1,"Mar 31, 2014","May 11, 2014","Feb 20, 2013",,Paperback,view (with text),/book/show/6185.Wuthering_Heights
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gathering Blue        (The Giver, #2)","Lowry, Lois*",0385732562,9780385732567,0385732562,240        pp,3.82,"192,056",Sep 2000,"Sep 25, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's fine, nothing amazing. So far I've been disappointed in the sequels to the excellent Giver. It's fine, nothing amazing. So far I've been disappointed in the sequels to the excellent Giver. ...more",Notes are private!,0,1,1,not set,"Feb 18, 2013","Feb 20, 2013",,Paperback,view (with text),/book/show/12936.Gathering_Blue
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Messenger        (The Giver, #3)","Lowry, Lois*",0385732538,9780385732536,0385732538,169        pp,3.92,"136,627","Apr 26, 2004","Aug 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 19, 2013","Feb 19, 2013",,Paperback,view,/book/show/12930.Messenger
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Reach Me,"Stead, Rebecca",0385737424,9780385737425,0385737424,199        pp,4.08,"110,376","Jul 14, 2009","Jul 14, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Feb 12, 2013","Feb 12, 2013",,Hardcover,view,/book/show/5310515-when-you-reach-me
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Your Life Speak: Listening for the Voice of Vocation,"Palmer, Parker J.",0787947350,9780787947354,0787947350,128        pp,4.15,"12,362","Sep 10, 1999","Sep 10, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 08, 2015","Nov 30, 2015","Feb 10, 2013",,Hardcover,view,/book/show/67862.Let_Your_Life_Speak
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Women Were Birds: Fifty-four Variations on Voice,"Williams, Terry Tempest",0374288976,9780374288976,0374288976,208        pp,4.20,"8,395","Apr 10, 2012","Apr 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 07, 2013","Feb 09, 2013","Feb 07, 2013",,Hardcover,view,/book/show/13166601-when-women-were-birds
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Team of Rivals: The Political Genius of Abraham Lincoln,"Goodwin, Doris Kearns",,,0743270754,916        pp,4.28,"186,403","Oct 25, 2005","Sep 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 23, 2014","Aug 10, 2014","Feb 07, 2013",,Paperback,view,/book/show/2199.Team_of_Rivals
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House at Riverton,"Morton, Kate*",0330448447,9780330448444,0330448447,599        pp,3.95,"118,048",2006,"Jun 15, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is Kate Morton's debut novel and she's clearly still finding her feet here. It's not bad, but it absolutely pales in comparison to her other threThis is Kate Morton's debut novel and she's clearly still finding her feet here. It's not bad, but it absolutely pales in comparison to her other three. If I had to do it over again I'd spend my time reading something else. ...more",Notes are private!,0,18,1,"Sep 30, 2013","Oct 10, 2013","Feb 06, 2013",,Paperback,view (with text),/book/show/1278752.The_House_at_Riverton
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,189,969","Oct 30, 1811","Apr 29, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a reason this one's a classic. On top of the excellent characters and interesting plot, I'm constantly surprised at how darn witty Jane AustenThere's a reason this one's a classic. On top of the excellent characters and interesting plot, I'm constantly surprised at how darn witty Jane Austen is. ...more",Notes are private!,0,19,1,"Jan 31, 2013","Feb 08, 2013","Jan 31, 2013",,Paperback,view (with text),/book/show/14935.Sense_and_Sensibility
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Son        (The Giver, #4)","Lowry, Lois*",0547887205,9780547887203,0547887205,393        pp,3.99,"102,692","Oct 02, 2012","Oct 02, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved The Giver but I hated this ""sequel."" I was surprised and disappointed at the world Lowry created in this follow-up. I'm completely willing to I loved The Giver but I hated this ""sequel."" I was surprised and disappointed at the world Lowry created in this follow-up. I'm completely willing to suspend disbelief for a fantasy book but the direction she took this one made no sense to me. It wasn't terrible (and it's definitely a quick read) but I was expecting so much more. ...more",Notes are private!,0,3,1,not set,"Jan 29, 2013","Jan 30, 2013",,Hardcover,view (with text),/book/show/13324841-son
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Betsy and Tacy Go Over the Big Hill        (Betsy-Tacy, #3)","Lovelace, Maud Hart",0064400999,9780064400992,0064400999,180        pp,4.19,"8,733",1942,"Apr 05, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2013","Jan 28, 2013","Jan 25, 2013",,Paperback,view,/book/show/7894.Betsy_and_Tacy_Go_Over_the_Big_Hill
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman","Ferriss, Timothy*",030746363X,9780307463630,B004MOO25Y,571        pp,3.72,"35,499",2000,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed substantial chunks of this book, but I would hesitate to recommend it: Tim Ferriss is funny, but he can be so vulgar. Wish I'd known how mucI enjoyed substantial chunks of this book, but I would hesitate to recommend it: Tim Ferriss is funny, but he can be so vulgar. Wish I'd known how much of the book was about sex before I recommended it to my mom! ...more",Notes are private!,0,1,1,not set,Jun 2012,"Jan 25, 2013",,Hardcover,view (with text),/book/show/7148931-the-4-hour-body
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Men: And the Rise of Women,"Rosin, Hanna",1594488045,9781594488047,1594488045,310        pp,3.43,"2,272",2012,"Sep 11, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was born from a sensational piece in The Atlantic--a common route to publishing! And as it so often goes, the book is far more thoughtful anThis book was born from a sensational piece in The Atlantic--a common route to publishing! And as it so often goes, the book is far more thoughtful and less sensational than the magazine article. I heard Rosin speak back in the fall and was impressed by her insights, and found the book to be thought-provoking and compelling. Rosin offers a somewhat contrarian take on where the genders stand today. She examines hook-up culture, educational trends, and the growing chasm between the upper middle class and the rest of America. My favorite chapter was on the ""see-saw marriage;"" I did skip the chapter on increasingly female violence entirely. If this topic interests you, Rosin's book is a worthwhile read. ...more",Notes are private!,0,2,1,"Jan 25, 2013","Jan 27, 2013","Jan 25, 2013",,Hardcover,view (with text),/book/show/13593564-the-end-of-men
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Defining Decade: Why Your Twenties Matter - And How to Make the Most of Them Now,"Jay, Meg",0446575062,9780446575065,,241        pp,4.11,"74,035","Apr 17, 2012","Apr 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid, thought-provoking work. Highly recommended for twentysomethings, or anyone who works with them.",Notes are private!,0,1,1,not set,"Jan 21, 2013","Jan 23, 2013",,ebook,view (with text),/book/show/13523061-the-defining-decade
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giver        (The Giver, #1)","Lowry, Lois*",0385732554,9780385732550,0385732554,208        pp,4.12,"2,478,132","Apr 26, 1993","Jan 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So good. I can't believe I've never read this one before--better late than never, right? Now I'm curious about whether the sequels are worth reading..So good. I can't believe I've never read this one before--better late than never, right? Now I'm curious about whether the sequels are worth reading......more",Notes are private!,0,7,1,not set,"Jan 21, 2013","Jan 21, 2013",,Paperback,view (with text),/book/show/3636.The_Giver
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Fresh        (Blandings Castle, #1)","Wodehouse, P.G.",1585676586,9781585676583,1585676586,284        pp,4.11,"11,644",Sep 1915,"Apr 07, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2013",,Hardcover,view,/book/show/18025.Something_Fresh
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Remember Nothing: and Other Reflections,"Ephron, Nora",0307595609,9780307595607,0307595609,137        pp,3.80,"32,043",2010,"Nov 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2013",,Hardcover,view,/book/show/8242117-i-remember-nothing
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Way Down: Life and Death on K2,"Bowley, Graham",0061834785,9780061834783,0061834785,288        pp,3.98,"6,755","Jun 29, 2010","Jun 29, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2013",,Hardcover,view,/book/show/6978889-no-way-down
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,972,907","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 12, 2013","Feb 17, 2013","Jan 12, 2013",,Paperback,view,/book/show/5907.The_Hobbit
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kid from Tomkinsville,"Tunis, John R.",0152056416,9780152056414,0152056416,278        pp,4.01,311,1940,"Mar 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A classic sports novel. It's marketed as kid lit but Tunis didn't intend it as such. The first in a series, so if you like this one you've got a lot oA classic sports novel. It's marketed as kid lit but Tunis didn't intend it as such. The first in a series, so if you like this one you've got a lot of reading to look forward to. ...more",Notes are private!,0,0,1,"Jan 12, 2013","May 09, 2013","Jan 12, 2013",,Paperback,view (with text),/book/show/265194.The_Kid_from_Tomkinsville
