,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Land of No Right Angles,"Beal, Daphne",0307388069,9780307388063,0307388069,278        pp,2.73,201,"Jan 01, 2008","Aug 12, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ever thought, ""I want to write, but I don't have enough talent. Who would publish my embarrassingly amateurish efforts?"" Boost your confidence by readEver thought, ""I want to write, but I don't have enough talent. Who would publish my embarrassingly amateurish efforts?"" Boost your confidence by reading this miscarriage of a book! It's guaranteed to reassure even the worst writers that they, too, will find a reputable house to put out their absolutely horrible novel. ...more",Notes are private!,0,3,1,not set,not set,"Apr 18, 2008",,Paperback,view (with text),/book/show/3207907-in-the-land-of-no-right-angles
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ask for a Convertible: Stories,"Brown, Danit",0375424547,9780375424540,0375424547,320        pp,3.51,126,"Jan 01, 2008","Aug 05, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These stories are yearning to be turned into a novel. Why didn't she let them take their natural shape? I don't get it, but I'm not that bothered, becThese stories are yearning to be turned into a novel. Why didn't she let them take their natural shape? I don't get it, but I'm not that bothered, because the writing here is so fresh and good. Every two pages or so, you get an OHMYGODEXACTLY! moment. That's a pretty unbeatable percentage. ...more",Notes are private!,0,4,1,not set,not set,"Apr 14, 2008",,Hardcover,view (with text),/book/show/2327695.Ask_for_a_Convertible
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Quick, Before the Music Stops: How Ballroom Dancing Saved My Life","Carlson, Janet",076792682X,9780767926829,076792682X,272        pp,3.19,36,"Jan 01, 2008","Jul 08, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some really interesting stuff about ballroom dancing, surrounded by intolerable whining and navel-gazing.",Notes are private!,0,0,1,not set,not set,"Apr 10, 2008",,Hardcover,view (with text),/book/show/3184959-quick-before-the-music-stops
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evening Is the Whole Day,"Samarasan, Preeta*",061887447X,9780618874477,061887447X,340        pp,3.64,"1,758",2008,"Jan 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This writer is going to be a big, huge deal. She seems to have invented a new kind of prose, mooshing together magical realism (barf, but in her handsThis writer is going to be a big, huge deal. She seems to have invented a new kind of prose, mooshing together magical realism (barf, but in her hands non-vomitous) and Tolstoy. I wanted to steal my galley and write notes all over its margins....more",Notes are private!,0,4,1,not set,not set,"Apr 03, 2008",,Hardcover,view (with text),/book/show/2154433.Evening_Is_the_Whole_Day
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry, Revised","Sarvas, Mark*",1596914629,9781596914629,1596914629,262        pp,3.30,358,2006,"Apr 15, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why in God's name are Joshua Ferris and John Banville blurbing this ludicrously bad novel? I'm not even going to get into the fake characters or the dWhy in God's name are Joshua Ferris and John Banville blurbing this ludicrously bad novel? I'm not even going to get into the fake characters or the dull, lad lit plot. Let's talk about the fifth-rate prose! To pick one characteristic sentence: ""That leaves fifty-three minutes and forty-one seconds, which inch past glacially, seeming to Harry to delight in their truculence."" Bad enough that the seconds inch past glacially, which is how seconds inch in every hack novel. They also delight in their own truculence! CHRIST....more",Notes are private!,0,12,1,not set,not set,"Mar 31, 2008",,Hardcover,view (with text),/book/show/1938793.Harry_Revised
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Animals,"Kyle, Aryn*",1416533249,9781416533245,1416533249,320        pp,3.76,"6,131",2007,"Mar 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Horses, near-poverty, weather, teenagerhood, strong writing. Kyle has a weakness for portentous chapter-ending sentences, but her structure is seamlesHorses, near-poverty, weather, teenagerhood, strong writing. Kyle has a weakness for portentous chapter-ending sentences, but her structure is seamless and sound. I keep thinking about that big check that shows up in the last chapters and wondering if strains credulity. But hey, at least I'm still thinking about it....more",Notes are private!,0,0,1,not set,not set,"Mar 24, 2008",,Hardcover,view (with text),/book/show/353664.The_God_of_Animals
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undiscovered Country,"Enger, Lin",0316006947,9780316006941,0316006947,320        pp,3.66,847,"Jul 01, 2008","Jul 03, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A modern Hamlet, set in the Midwest. The Gertrude character is underdrawn; Enger is less interested in her than he is in Hamlet and Claudius. But the A modern Hamlet, set in the Midwest. The Gertrude character is underdrawn; Enger is less interested in her than he is in Hamlet and Claudius. But the writing is sharp, and I was surprised and relieved that Enger embraced the pleasures of revenge, instead of getting all Christian and forgiving. ...more",Notes are private!,0,0,1,not set,not set,"Mar 24, 2008",,Hardcover,view (with text),/book/show/2315581.Undiscovered_Country
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cure for Grief,"Hermann, Nellie*",1416568239,9781416568230,1416568239,288        pp,3.32,351,2008,"Aug 05, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some interesting deep thoughts here, but the writing is dull, and the story reads like an expanded piece from a college writing workshop.",Notes are private!,0,2,1,not set,not set,"Mar 13, 2008",,Hardcover,view (with text),/book/show/3007937-the-cure-for-grief
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travel Writing,"Ferry, Peter",0151014361,9780151014361,0151014361,304        pp,3.41,493,2008,"Aug 04, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In his blurb, Dave Eggers says this book isn't coy. What nonsense! It's coy as hell. Metafiction isn't sticky enough to hold together a narrative so dIn his blurb, Dave Eggers says this book isn't coy. What nonsense! It's coy as hell. Metafiction isn't sticky enough to hold together a narrative so diffuse and boring. Travel writing, a murder mystery, classroom discussions about love, Hemingwayish descriptions of food--zzzzzzzzzzzz....more",Notes are private!,0,1,1,not set,not set,"Mar 13, 2008",,Hardcover,view (with text),/book/show/3007894-travel-writing
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Person of Interest,"Choi, Susan*",0670018465,9780670018468,B001C2E3R6,356        pp,3.52,"1,378","Jan 01, 2008","Jan 31, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was in an agony of boredom for the first half of this book, but the gears meshed somewhere in the middle, and I got interested. I knew on page 15 whI was in an agony of boredom for the first half of this book, but the gears meshed somewhere in the middle, and I got interested. I knew on page 15 whodunit, which might be intentional--I think Choi sees this as literary fiction, not a thriller or a mystery. But I wanted to be mystified. Knowing the bomber's identity snapped the tension for me....more",Notes are private!,0,0,1,not set,not set,"Mar 10, 2008",,Hardcover,view (with text),/book/show/1193230.A_Person_of_Interest
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Getting Even,"Taylor, Benjamin*",1586421433,9781586421434,1586421433,176        pp,3.06,127,"Jan 01, 2008","May 20, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of a gay rabbi's son from New Orleans. The writing is almost too good; it holds you at arm's length, and you don't feel close to the charactThe story of a gay rabbi's son from New Orleans. The writing is almost too good; it holds you at arm's length, and you don't feel close to the characters. The brevity of the book is a problem, too. The rapturous final page feels unearned. But the story is fresh, the dialogue is snappy, and the prose shines....more",Notes are private!,0,1,1,not set,not set,"Mar 10, 2008",,Hardcover,view (with text),/book/show/2530019.The_Book_of_Getting_Even
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Teeth,"Barlow, Toby*",0061430226,9780061430220,0061430226,312        pp,3.87,"4,711",2007,"Jan 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Impressive. Dark, violent, funny, full of blood. The ending is satisfying and unsentimental.",Notes are private!,0,0,1,not set,not set,"Mar 10, 2008",,Hardcover,view (with text),/book/show/1724365.Sharp_Teeth
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beginner's Greek,"Collins, James",0316021555,9780316021555,0316021555,448        pp,3.19,"2,781","Jan 01, 2008","Jan 09, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fluffy, charming, predictable, and set in Fantasy LollipopLand. The characters live in Manhattan, and everyone's apartment has a library. The women vaFluffy, charming, predictable, and set in Fantasy LollipopLand. The characters live in Manhattan, and everyone's apartment has a library. The women vacation at chateaus in France, the finance guys have never heard of blow, and everyone sounds vaguely British (""quite fetching,"" ""his mate,"" etc.) But the characters are sweet, and you don't despise them and hope they'll be stabbed to death, as you do Claire Messud's creations. Wait for the paperback and throw it in your beach bag....more",Notes are private!,0,1,1,not set,not set,"Feb 29, 2008",,Hardcover,view (with text),/book/show/1845050.Beginner_s_Greek
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,805",Mar 2004,"Aug 17, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mitchell guy is a virtuoso. I wasn't down with the futuristic Southern-y dialect and almost gave up halfway through, but the other narratives are knocMitchell guy is a virtuoso. I wasn't down with the futuristic Southern-y dialect and almost gave up halfway through, but the other narratives are knockouts. This is the kind of novel that makes you wonder why lesser writers even bother trying....more",Notes are private!,0,0,1,not set,not set,"Feb 26, 2008",,Paperback,view (with text),/book/show/49628.Cloud_Atlas
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Samurai,"DeWitt, Helen",0786887001,9780786887002,0786887001,544        pp,4.15,"8,780","Sep 20, 2000","Apr 03, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Helen DeWitt is smarter than you and me and everyone else in the world. So is her narrator, and so is her narrator's son (who takes over the narrationHelen DeWitt is smarter than you and me and everyone else in the world. So is her narrator, and so is her narrator's son (who takes over the narration around the midway mark). There's lots of showing off going on, but it's okay, because most of it serves the story. It's exhilarating to read a novel that reimagines the form, AND is meticulously structured, AND entertains, AND is in love with all genres of art. ...more",Notes are private!,0,2,1,not set,not set,"Feb 07, 2008",,Paperback,view (with text),/book/show/190372.The_Last_Samurai
