,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In-between Bodies: Sexual Difference, Race and Sexuality","Bloodsworth-Lugo, Mary K.",0791472221,9780791472224,0791472221,138        pp,3.38,8,"Oct 01, 2007","Oct 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2021",,Paperback,view,/book/show/1948311.In_between_Bodies
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",030787804X,9780307878045,030787804X,15        pp,4.25,"21,705","Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 19, 2021","Jun 19, 2021",,Audio CD,view,/book/show/50732671-apeirogon
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic of Motherhood,"Berry, Liz",,,B07CN8RDS1,32        pp,4.44,267,unknown,"Jul 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wish I'd had this chapbook of poems when I was a brand-new mother. Berry explores both the fierce, physical love of motherhood and the seesawing feaI wish I'd had this chapbook of poems when I was a brand-new mother. Berry explores both the fierce, physical love of motherhood and the seesawing fear and doubt. These are wise, bloody, twisting, aching poems about what it means to love with your soul.""I am alone a good deal just nowand I cry at nothing and cry most of the time,in the cock-crow, through the chiming hours,the velvet meadows of my dream life.There are things in these curtainsthat nobody know but me or ever will...""""Sweet ghosts who've been awakewith their babies through the darkkneeling to the filth and holy rags of the bodyso tenderly it wounds them.Who rise from grey light to walk the wet streets -their tiny saints adrift in sleep's brackish waters - ...""...more",Notes are private!,0,0,2,not setnot set,"Jun 19, 2021not set","Jun 19, 2021",,Kindle Edition,view (with text),/book/show/40019699-the-republic-of-motherhood
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Melmoth,"Perry, Sarah",006285643X,9780062856432,,unknown,3.43,"14,096","Oct 16, 2018","Oct 16, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 11, 2021","Jun 11, 2021",,Audiobook,view,/book/show/36628420-melmoth
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilgamesh: A New English Version,Anonymous,,,,290        pp,3.91,"8,607",-1200,"Feb 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stunning writing and translation of this early myth. What a story!,Notes are private!,0,1,1,not set,"Jun 10, 2021","Jun 10, 2021",,Paperback,view (with text),/book/show/138371.Gilgamesh
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Folklorn,"Hur, Angela Mi Young*",1645660168,9781645660163,1645660168,416        pp,3.65,"1,430","Apr 27, 2021","Apr 27, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has a ton of potential, but I feel like it kept losing its way and never really decided what it wanted to be: a story about race? adoption? This book has a ton of potential, but I feel like it kept losing its way and never really decided what it wanted to be: a story about race? adoption? the immigrant experience? mothers/daughters? I loved the concept of using Korean folklore to tell the family's story, I liked the attempt to braid it with science, but it was muddled in many places and the main character was hard to like for most of the book. I don't need my protagonists to be lovely or perfect, in fact, I prefer them not to be, but they have to be sympathetic in some way that grabs your interest, and this one just didn't....more",Notes are private!,0,3,1,"Jun 05, 2021","Jun 10, 2021","Jun 05, 2021",,Hardcover,view (with text),/book/show/54864318-folklorn
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman in Blue        (Ruth Galloway, #8)","Griffiths, Elly*",0544417852,9780544417854,0544417852,358        pp,3.97,"18,886","Feb 04, 2016","May 03, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 02, 2021","Jun 02, 2021",,Hardcover,view,/book/show/25897794-the-woman-in-blue
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",1400069602,9781400069606,1400069602,463        pp,4.25,"21,705","Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fictional novel - written in the style of a non-fiction account - about two real-life men, one an Israeli Jew and the other a Palestinian Muslim, whA fictional novel - written in the style of a non-fiction account - about two real-life men, one an Israeli Jew and the other a Palestinian Muslim, who find friendship after both their daughters are murdered in political conflicts. A gut-wrenching dive into the realities of the Israeli/Palestinian situation and the courage it takes to cross barriers, to see the other. McCann shows great sensitivity in retelling these stories, each person is given time and space to be honest,angry and complicated as well as inspiring. The name ""Apeirogon"" refers to a shape with a countably infinite number of sides, and you can feel McCann trying to turn and turn and show yet one more aspect to the story. Everything matters - the migrating birds, the traffic patterns, the clothes the bombers wore, the age of the soldier, the feeling of the hospital corridor, the mapping of the Dead Sea by a would-be priest. McCann offers us one facet after another in tiny snippets until it all builds to a densely complex picture of grief and courage as well as a passionate pursuit of peace. ""Rami watched their eyes dart about. He knew the approaching arguments from the step slightly forward, the shuffle. It was, he knew, their isolation that had made them so vocal. They thrived in the grandeur of their rage. Yet underneath their masks they were riddled with self-doubt. He could sense the fear behind the clenched jaw. He almost knew the coming lines by heart. Once a terrorist always a terrorist. We didn't ask for them to blow up our children. They deny our very existence. They want to wipe us off the face of the map. We gave them freedom, they gave us rockets. They want to push us into the sea. Security. Never forget.All the time Bassam waited in the car outside...""...more",Notes are private!,0,0,1,not set,not set,"May 26, 2021",,Hardcover,view (with text),/book/show/50185600-apeirogon
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wild Silence,Raynor Winn*,0241401461,9780241401460,0241401461,280        pp,3.98,"14,191","Sep 03, 2020","Sep 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(all books receive 5 stars)Impossible not to be charmed and inspired by this kind of resilience.,Notes are private!,0,0,1,not set,"Nov 13, 2023","May 26, 2021",,Hardcover,view (with text),/book/show/52185541-the-wild-silence
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mothers,"Bennett, Brit*",0399184511,9780399184512,0399184511,288        pp,3.89,"119,144","Oct 11, 2016","Oct 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mothering in all its guises and no easy answers. I love this kind of writing.,Notes are private!,0,0,1,not set,"Feb 03, 2022","May 23, 2021",,Hardcover,view (with text),/book/show/28815371-the-mothers
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,500","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely loved this exploration of identity and family and the lies we tell ourselves and each other. Is identity in our genes, our appearance, orI absolutely loved this exploration of identity and family and the lies we tell ourselves and each other. Is identity in our genes, our appearance, or in the life we live? Beautifully written, tender, gracious, truthful, and so timely....more",Notes are private!,0,1,2,not setnot set,"May 23, 2021not set","May 23, 2021",,Hardcover,view (with text),/book/show/51791252-the-vanishing-half
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Villa in Italy,"Edmondson, Elizabeth",0007223773,9780007223770,0007223773,426        pp,3.89,"6,408","Dec 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/1176730.The_Villa_in_Italy
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Death of Lucy Kyte        (Josephine Tey, #5)","Upson, Nicola*",006219545X,9780062195456,006219545X,368        pp,3.89,"1,739","Jul 30, 2013","Jun 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally found a new detective series to enjoy. A little slower than some, but never boring.",Notes are private!,0,1,1,not set,"May 14, 2021","May 14, 2021",,Paperback,view (with text),/book/show/18651953-the-death-of-lucy-kyte
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Country,"Berry, Liz",070118857X,9780701188573,070118857X,80        pp,4.23,266,unknown,"Nov 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This year I'm following the trail of women poets whose work reach out to me. I had to look hard to find Liz Berry's books for sale here in the States This year I'm following the trail of women poets whose work reach out to me. I had to look hard to find Liz Berry's books for sale here in the States but I am so glad I did. She writes of her own place and experience of the Black Country in (I believe) the West Midlands area of England. The dialect in many of the poems is ferocious (there are helpful translations) and strange to my ears, but the working class world and the longings of a young woman growing up within it are easily recognizable and relatable. (Whenever she writes of love or children, there is so much longing and tenderness it almost takes your breath away.) Tucked in to the harshness of coal mines, bodies ruined by work, and the vice of social shame, there's a bend toward the mythical and the natural world, which I love. Bird""I shed my nightdress to the drowning arms of the dark,my shoes to the sun's widening mouth. Bared, I found my bones hollowing to slender pipes, my shoulder blades tufting down. I spread my flight-greedy arms....."" ...more",Notes are private!,0,1,1,not set,"May 12, 2021","May 12, 2021",,Paperback,view (with text),/book/show/18803654-black-country
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orange World and Other Stories,"Russell, Karen*",1984892045,9781984892041,,9        pp,3.98,"6,043","May 14, 2019","May 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love it when a book is better than you knew to expect. I picked this up so I'd have something to listen to on my long walks and was pleasantly surprI love it when a book is better than you knew to expect. I picked this up so I'd have something to listen to on my long walks and was pleasantly surprised at the quality of the writing and the inventiveness of the stories. These stories all involve some kind of encounter between humans and nature that tap into the angst many of us feel around living in the Anthropocene. All of them are beautifully detailed and imagined, some of them are quite poignant. The old man who farms tornados, the outcast doctor whose work protects an island from the dead, and the final story, about a devil that comes to haunt new mothers, are so intimate and well-crafted I can't quit thinking about them....more",Notes are private!,0,0,1,not set,"May 12, 2021","May 12, 2021",,Audiobook,view (with text),/book/show/45435068-orange-world-and-other-stories
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underland: A Deep Time Journey,"Macfarlane, Robert*",0393358097,9780393358094,0393358097,496        pp,4.23,"17,627","May 02, 2019","Aug 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Phenomenal nature writing on a subject I've never given much thought: the worlds beneath our feet, and the mix of reverence and exploitation humans haPhenomenal nature writing on a subject I've never given much thought: the worlds beneath our feet, and the mix of reverence and exploitation humans have brought to those worlds over time. From the underground tunnels of Paris to cave diving to bunkers to protect future civilizations from our waste, this is a fascinating and moving account, excellently written.Caution: if you're claustrophobic like I am, some of these underground explorations might keep you up at night. :)...more",Notes are private!,0,1,1,"May 03, 2021","May 26, 2021","May 03, 2021",,Paperback,view (with text),/book/show/53121631-underland
