,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lewis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Live to Tell        (Detective D.D. Warren, #4)","Gardner, Lisa*",0553807242,9780553807240,0553807242,400        pp,4.18,"41,965","Jul 08, 2010","Jul 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2015",,Hardcover,view,/book/show/7180727-live-to-tell
1187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Sometimes I Wonder About You        (Leonid McGill #5),"Mosley, Walter",0385539185,9780385539180,0385539185,272        pp,4.13,"2,085","May 12, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2015",,Hardcover,view,/book/show/22926525-and-sometimes-i-wonder-about-you
1188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burying Ground: A Thaddeus Lewis Mystery        (Thaddeus Lewis mysteries #4),"Kellough, Janet*",1459724704,9781459724709,1459724704,288        pp,3.84,67,"Jul 11, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2015",,Paperback,view,/book/show/22833175-the-burying-ground
1189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death Without Company        (Walt Longmire, #2)","Johnson, Craig",0143038389,9780143038382,0143038389,271        pp,4.22,"25,051","Mar 16, 2006","Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2015",,Paperback,view,/book/show/236862.Death_Without_Company
1190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tenth Witness        (Henri Poincare Mystery, #2)","Rosen, Leonard*",1579623190,9781579623197,1579623190,288        pp,3.95,332,"Aug 16, 2013",Sep 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2015",,Hardcover,view,/book/show/17233995-the-tenth-witness
1191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Brethren        (Fortune de France, #1)","Merle, Robert",1782271236,9781782271239,1782271236,416        pp,4.12,"1,428",1977,"Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2015",,Paperback,view,/book/show/24952893-the-brethren
1192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goebbels: A Biography,"Longerich, Peter",1622315332,9781622315338,1622315332,"1,260        pp",3.80,834,"Jan 01, 2010","May 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2015",,Audio CD,view,/book/show/22750563-goebbels
1193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On The Eve: The Jews of Europe before the Second World War,"Wasserstein, Bernard",1846681804,9781846681806,1846681804,576        pp,4.03,130,"Jan 01, 2012","Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another excellent resource ... among my many notes ... ... antisemitism was a European-wide phenomenon in the interwar period … causes: Christian indoAnother excellent resource ... among my many notes ... ... antisemitism was a European-wide phenomenon in the interwar period … causes: Christian indoctrination fused with nationalism, rural-urban antagonism, traditional superstition, propaganda ... in Poland (and elsewhere in east-central Europe) … a lack of strong institutions between the government and its citizens … except for the army and church … both hostile to Jews... the observance of orthodox Judaism began to fray in interwar Poland … Shabbos observance was no longer universal … plays were scheduled (and attended) on Shabbos or holidays … a profound change... Marc Chagall … designed sets for Yiddish theater … in 1935 visited Vilna to attend a conference of YIVO … met Yiddish poets and drew the Great Synagogue … ... Dr. Viktor Kellner … Chajes school … last graduation ceremony in 1938 … Kellner: ""I don't know what the future holds for you, But I can assure you of one thing. The world will hear the Shema Yisroel longer than Heil Hitler.""...more",Notes are private!,0,7,1,"May 31, 2015","Jun 22, 2015","May 31, 2015",,Hardcover,view (with text),/book/show/13347524-on-the-eve
1194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Present at the Creation: My Years in the State Department,"Acheson, Dean",0393304124,9780393304121,0393304124,842        pp,4.03,386,1969,"Sep 17, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 31, 2015",,Paperback,view,/book/show/295859.Present_at_the_Creation
1195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Doon With Death        (Inspector Wexford, #1)","Rendell, Ruth",0345498453,9780345498458,0345498453,226        pp,3.68,"14,084",1964,"Jun 26, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book by Ruth Rendell I've read (I know, shame on me). I was about 2/3 through, thinking it was well written, interesting, but not yeThis is the first book by Ruth Rendell I've read (I know, shame on me). I was about 2/3 through, thinking it was well written, interesting, but not yet sensing it was truly special. My feeling, however, was that I should wait to see how she resolved it before reaching a conclusion. WOW! I have become a fan....more",Notes are private!,0,13,1,"Jun 21, 2015","Jun 22, 2015","May 31, 2015",,Paperback,view (with text),/book/show/748989.From_Doon_With_Death
1196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Léon Blum: Prime Minister, Socialist, Zionist","Birnbaum, Pierre",030018980X,9780300189803,030018980X,232        pp,3.86,43,"May 26, 2015","May 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2015",,Hardcover,view,/book/show/23360200-l-on-blum
1197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nazi Connection to Islamic Terrorism: Adolf Hitler and Haj Amin Al-Husseini,Chuck Morse,,,B004C441HI,187        pp,3.70,33,"Sep 11, 2003","Aug 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 29, 2015",,Kindle Edition,view,/book/show/18996721-the-nazi-connection-to-islamic-terrorism
1198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutions without Borders: The Call to Liberty in the Atlantic World,"Polasky, Janet",0300208944,9780300208948,0300208944,392        pp,3.64,75,"Mar 01, 2015","Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Hardcover,view,/book/show/23168500-revolutions-without-borders
1199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vital Question: Energy, Evolution, and the Origins of Complex Life","Lane, Nick",,,B00OD8Z4JW,369        pp,4.18,"5,355","Apr 23, 2015","Jul 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Kindle Edition,view,/book/show/24738169-vital-question
1200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Officer and a Spy,"Harris, Robert*",0385349580,9780385349581,0385349580,429        pp,4.21,"28,186","Sep 26, 2013","Jan 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An outstanding historical novel, recreating the Dreyfus affair in a way that raised my fury ... at disgusting official misconduct and coverup ... and An outstanding historical novel, recreating the Dreyfus affair in a way that raised my fury ... at disgusting official misconduct and coverup ... and at blatant antisemitism. Dreyfus himself is portrayed as a very flat and generally unlikable person, who was unlucky to be charged in the first place and then extremely fortunate that men like Picquart, Zola and Clemenceau cared about justice and the real honor of France....more",Notes are private!,0,25,1,"May 28, 2015",Jun 2015,"May 28, 2015",,Hardcover,view (with text),/book/show/18007532-an-officer-and-a-spy
1201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Separation of Power        (Mitch Rapp, #5)","Flynn, Vince",0671047345,9780671047344,0671047345,448        pp,4.32,"48,094","Oct 01, 2001","Sep 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although set many years ago, this story still seems relevant today. The action is non-stop, with multiple plots eventually connected ... a good read.",Notes are private!,0,14,1,"Jun 10, 2017","Jun 15, 2017","May 28, 2015",,Paperback,view (with text),/book/show/937249.Separation_of_Power
1202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bury Your Dead        (Chief Inspector Armand Gamache #6),"Penny, Louise*",0312626908,9780312626907,0312626908,371        pp,4.36,"85,692","Sep 28, 2010","Aug 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Paperback,view,/book/show/10391873-bury-your-dead
1203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Siege        (The Siege, #1)","Dunmore, Helen",0802139582,9780802139580,0802139582,294        pp,4.03,"6,534",2001,"Nov 22, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 22, 2015",,Paperback,view,/book/show/469959.The_Siege
1204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,False Pretenses,"Coulter, Catherine*",0451199685,9780451199683,0451199685,400        pp,3.99,"3,373","Oct 28, 1988","Mar 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has flaws BUT ... it is a terrific read, not too deep, full of action, some surprises. It held my attention, even though I thought the main This book has flaws BUT ... it is a terrific read, not too deep, full of action, some surprises. It held my attention, even though I thought the main character was, for the first 50-75 pages, a stupid wimp. She changed, probably too quickly to be totally convincing, but was very interesting from that point on....more",Notes are private!,0,3,1,"May 22, 2015","May 24, 2015","May 22, 2015",,Mass Market Paperback,view (with text),/book/show/584850.False_Pretenses
1205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Brutal Telling        (Chief Inspector Armand Gamache, #5)","Penny, Louise*",0312661681,9780312661687,0312661681,386        pp,4.23,"83,549","Sep 22, 2009","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 21, 2015",,Paperback,view,/book/show/8112817-the-brutal-telling
1206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Captives: The Story of Seven Women Alone in Nazi Germany,"Gossage, Carolyn",1459703626,9781459703629,1459703626,240        pp,3.54,89,"Jan 01, 2009","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2015",,Hardcover,view,/book/show/12868082-the-accidental-captives
1207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skinner's Round        (Bob Skinner, #4)","Jardine, Quintin",0747250413,9780747250418,0747250413,436        pp,4.05,520,1995,"Jun 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read and enjoyed many of Jardine's Skinner series, and this is no exception ... a suitably complex story with more than a few red herrings. MemI have read and enjoyed many of Jardine's Skinner series, and this is no exception ... a suitably complex story with more than a few red herrings. Memorable ending.NOTE: for golfers, this is something special, as it traces Skinner and the ""world's best golfer"" on a detailed hole-by-hole portrayal of their tournament play....more",Notes are private!,0,7,1,"Aug 29, 2016",Sep 2016,"May 10, 2015",,Paperback,view (with text),/book/show/1155096.Skinner_s_Round
1208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wright Brothers,"McCullough, David",,,,320        pp,4.16,"92,304","Mar 20, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2015",,Hardcover,view,/book/show/22609391-the-wright-brothers
1209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Tree        (Penn Cage #5),"Iles, Greg*",0062311115,9780062311115,0062311115,804        pp,4.24,"23,487","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"May 10, 2015",,Hardcover,view,/book/show/22693231-the-bone-tree
1210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ministers at War: Winston Churchill and His War Cabinet,"Schneer, Jonathan",0465027911,9780465027910,0465027911,352        pp,3.79,255,"Apr 14, 2015","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2015",,Hardcover,view,/book/show/22928872-ministers-at-war
1211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grievous Angel        (Bob Skinner, #21)","Jardine, Quintin",0755356934,9780755356935,0755356934,416        pp,4.03,403,2011,Jun 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thoroughly enjoyable read. Sharp dialogue, sarcastic and sometimes funny. Skinner is very human, making lots of mistakes in judgment and action, whiA thoroughly enjoyable read. Sharp dialogue, sarcastic and sometimes funny. Skinner is very human, making lots of mistakes in judgment and action, which makes him a very interesting character.Jardine uses an interesting technique in this novel that I may experiment with in my own new novel. The story is told in the 1st person by Skinner, but it's a case that happened many years before. This allows Skinner to make comments about what's going to happen in the intervening years, a forewarning of future events. My novel takes place between 1923 and 1933, but the main characters also appear in what I call Interludes, which take place in 1990. I originally intended this as a means of allowing the reader to feel closer to the characters, but it also provides an opportunity to ""forewarn"" regarding my characters' participation in events which occur after 1933. Experimenting like this is part of the fun of writing....more",Notes are private!,0,8,1,"May 09, 2015","May 17, 2015","May 09, 2015",,Paperback,view (with text),/book/show/10165038-grievous-angel
