,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elegance of the Hedgehog,"Barbery, Muriel",1933372605,9781933372600,1933372605,325        pp,3.80,"184,452",Aug 2006,"Sep 02, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading parts of this novel, particularly the sections by Paloma, the book's smart 12-year-old protagonist--they were pretty funny. I also eI enjoyed reading parts of this novel, particularly the sections by Paloma, the book's smart 12-year-old protagonist--they were pretty funny. I also enjoyed the passages about the beauty of language and the importance and role of grammar in our lives. Overall, though, I never wanted to read the novel, always had to 'schedule' time for it (I read it for a book club I moderate), and I thought it wasn't gracefully put together. This is pretty much a novel of ideas, not a genre I prefer. Also--too many cats! And the ending was terrible. I threw the book down in a huff.I can see why someone else might adore this book and its characters, however. I'm curious to see what the book club thought!...more",Notes are private!,0,0,1,not set,"May 16, 2009","May 03, 2009",,Paperback,view (with text),/book/show/2967752-the-elegance-of-the-hedgehog
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sag Harbor,"Whitehead, Colson*",0385527659,9780385527651,0385527659,273        pp,3.55,"10,281","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2009",,Hardcover,view,/book/show/4428988-sag-harbor
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Perhaps,"Meno, Joe*",0393067963,9780393067965,0393067963,414        pp,3.57,"1,731",2009,"May 11, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 02, 2009","Apr 23, 2009",,Hardcover,view,/book/show/5231962-the-great-perhaps
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Proof,"Castellucci, Cecil*",0763627968,9780763627966,0763627968,208        pp,3.47,"3,345","Feb 17, 2005","Aug 08, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I pretty much ate this book whole it was so fun and readable. I'd never read a young adult novel before, or, I should say I'd never before read a contI pretty much ate this book whole it was so fun and readable. I'd never read a young adult novel before, or, I should say I'd never before read a contemporary young adult novel as an adult reader. I found the narrator really lovable and flawed, and complicated--I mean, she wears a cape for most of the book! It was so interesting to think of how this book differed from an book for adults about a teenager. For one thing, the prose is really spare and straightforward. Also, there's more telling--some things are shown, and then further explained. And, the narrator (and Cecil herself has talked to me about this) tells the story in the moment, without a real understanding for what's happening around her and to her. I'm glad my YA cherry was popped by Boy Proof. Fuck Twilight....more",Notes are private!,0,1,1,not set,not set,"Apr 22, 2009",,Paperback,view (with text),/book/show/251197.Boy_Proof
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night in Montreal,"Mandel, Emily St. John*",1932961682,9781932961683,1932961682,247        pp,3.73,"16,837","Jun 03, 2009","Jun 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is actually a 3.5 star book for me, but I am rounding up because it's a debut novel and shows the enormous skills of this young writer. II think this is actually a 3.5 star book for me, but I am rounding up because it's a debut novel and shows the enormous skills of this young writer. I was really impressed with the structure of this book, which balances and braids multiple time frames and places. I read this in a few days and really enjoyed myself--the mystery and secrets build as the story goes on in such a delicious way! My main critique of the book is that one of the story's main characters, or at the least the character we begin with, Eli, is pretty uninteresting, almost a cipher, and although I thought his research on lost languages was intriguing, I didn't believe that someone would actually be writing a dissertation on this broad of a topic. It felt like an excuse for the writer to talk about something cool--and disappearing languages are so cool--but I think it could have been done in a more subtle manner. Why not have him writing about a specific dipthong or something, and then spread out to the more general topic from there? Overall, I kept coming across other stuff that felt too precious to me (traveling circus, for example), and I felt like Mandel wanted very much for all these ideas to echo the idea of disappearing, of being lost. Don't get me wrong, it was all so fun to read about, but sometimes I wish the author would let go of her grip on the story's themes. I have the feeling that Eli is supposed to be a cipher, because he really doesn't have any sense of self or identity--but, at the same time, I didn't really care about his plight. I kept thinking, ""No wonder your girlfriend ran away from you, you're boring!"" And, another knock against this book--though it's not the author's fault: What is going on with this cover?! It's so terrible. It will hurt sales, and that sucks because this is a novel from such a promising writer! ARGH!...more",Notes are private!,0,2,1,not set,not set,"Apr 22, 2009",,Hardcover,view (with text),/book/show/6105964-last-night-in-montreal
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of My Skin,"Haskell, John",0374299099,9780374299095,0374299099,211        pp,3.09,247,"Feb 03, 2009","Feb 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 22, 2009","Apr 10, 2009",,Paperback,view,/book/show/4811092-out-of-my-skin
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Abandonment,"Rock, Peter*",0151014140,9780151014149,0151014140,225        pp,3.57,"7,572","Mar 01, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is really a 3.5 star book. It's eerie and enchanting and I loved the strange syntax of this off-the-grid, 13-year-old narrator. I read it in a siThis is really a 3.5 star book. It's eerie and enchanting and I loved the strange syntax of this off-the-grid, 13-year-old narrator. I read it in a single day, in that wonderful breathless way, and though I loved it at the beginning, it became less vivid as it went on. I think, too, that it's difficult to have a narrator who has been so conditioned to think a certain way that she cannot properly read her surroundings. She in immovable in her perspective, which feels true, but it also frustrated me. *Update--I added a star because I still think about this book years later!*...more",Notes are private!,0,1,1,not set,Apr 2009,"Apr 10, 2009",,Hardcover,view (with text),/book/show/5603935-my-abandonment
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Floodmarkers,"Brown, Nic*",1582435065,9781582435060,1582435065,208        pp,3.48,125,"May 01, 2009","Jun 19, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2009",,Paperback,view,/book/show/6213673-floodmarkers
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",0143035002,9780143035008,0143035002,838        pp,4.09,"848,073",1878,"May 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am in love with Levin! What psychological depth this book has!,Notes are private!,0,10,1,not set,"Apr 10, 2009","Mar 10, 2009",,Paperback,view (with text),/book/show/151.Anna_Karenina
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place of My Own: The Architecture of Daydreams,"Pollan, Michael*",0143114743,9780143114741,0143114743,352        pp,3.86,"5,093","Mar 04, 1997","Dec 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2009",,Paperback,view,/book/show/4847000-a-place-of-my-own
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You: Or the Invention of Memory,"Baumbach, Jonathan",0979209188,9780979209185,0979209188,191        pp,3.67,39,"Nov 30, 2007","Nov 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2009",,Hardcover,view,/book/show/2287677.You
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodfire,"Sheriff, Eyeshot al",,,,81        pp,4.25,4,"Feb 05, 2009","Feb 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2009",,Paperback,view,/book/show/6215691-bloodfire
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fortunate Age,"Rakoff, Joanna*",1416590803,9781416590804,1416590803,417        pp,3.12,"1,280",Jan 2009,"Feb 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read my interview with Joanna Smith Rakoff here:http://www.themillions.com/2010/05/a-...Read my interview with Joanna Smith Rakoff here:http://www.themillions.com/2010/05/a-......more,Notes are private!,0,1,1,"Apr 06, 2010","Apr 14, 2010","Feb 03, 2009",,Paperback,view (with text),/book/show/7885112-a-fortunate-age
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift: Creativity and the Artist in the Modern World,"Hyde, Lewis*",0307279502,9780307279507,0307279502,464        pp,3.93,"2,981",1979,"Dec 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2009",,Hardcover,view,/book/show/433775.The_Gift
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mrs. Dalloway Reader: The Virginia Woolf Library Authorized Edition,"Woolf, Virginia",0156030152,9780156030151,0156030152,378        pp,3.87,"1,081","Nov 15, 2003","Nov 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 15, 2009","Feb 02, 2009",,Paperback,view,/book/show/126393.The_Mrs_Dalloway_Reader
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pink Moon,"Petrusich, Amanda*",0826427901,9780826427908,0826427901,128        pp,3.48,365,"Oct 15, 2007","Nov 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 02, 2009","Jan 30, 2009",,Paperback,view,/book/show/782174.Pink_Moon
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mercy,"Morrison, Toni",0701180455,9780701180454,0701180455,176        pp,3.75,"28,915",2008,"Oct 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, first thing's first: I clicked this cover because it's terrible and terrifying in its cheesiness and utter stupidity--it's almost offensive in hOkay, first thing's first: I clicked this cover because it's terrible and terrifying in its cheesiness and utter stupidity--it's almost offensive in how off base it is. Is this the British version or something? Yes, a girl in A Mercy does insist on wearing shoes at all times, and actually travels in her dead master's boots, but this aspect of the book is no way akin to a kid borrowing her mom's shoes to play pretend, as this cover suggests. This looks like Sasha Obama borrowing Michelle's heels after the Inaguration Ball! Geeze....Okay wait, I'm editing myself. Once you click on the cover the shoes look a lot less opulent, and her dress is clearly ragged, and I guess--I guess--it alludes to a very important scene in the book. Still, it's like a stupid Hallmark card.***Anyway. The prose in this book blew me away. The language is so strange and beautiful, whether speaking in Florens's tense-less voice, or as Jacob, or Lina. The syntax of this book was always shifting depending on the character, as were the images, but from start to finish the prose put a charge through me. I actually felt this prose in my body--as a tingling in my wrists and up my arms. The language itself transported me to this historical era--my mind had to shift to accommodate the language, and thus, this particular past. I was pretty convinced the book was going to be my favorite of the year--and it's only January! Maybe it still will be, but the ending felt rushed (it could have been 60 pages longer!), and the last two chapters were a bit too on the nose for my taste. I liked the book more when its world and the relationships between the characters confounded me a little...at the end Morrison seemed to enjoy explaining things to her reader. I want to say more about the animal imagery throughout, but I have to clean my apartment and take a shower before teaching, so I can't right now. I also want to re-read this one. So many things to unpack in this novel......more",Notes are private!,0,3,1,not set,not set,"Jan 29, 2009",,Hardcover,view (with text),/book/show/5460345-a-mercy
