,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twenty Thousand Leagues Under the Sea        (Captain Nemo, #2)","Verne, Jules",076072850X,9780760728505,076072850X,269        pp,3.89,"253,422","Mar 20, 1869","Apr 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2008",,Hardcover,view,/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey to the Center of the Earth,"Verne, Jules",0553213970,9780553213973,0553213970,240        pp,3.85,"200,344","Nov 25, 1864","Oct 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this book and 20,000 Leagues Under the Sea (I can't remember which order I read them in) inspired and convinced me at a young age that becominReading this book and 20,000 Leagues Under the Sea (I can't remember which order I read them in) inspired and convinced me at a young age that becoming a writer was the most wonderful, noble, magical goal I could ever set for myself. Hence my 5 star rating....more",Notes are private!,0,3,1,not set,not set,"May 14, 2008",,Mass Market Paperback,view (with text),/book/show/32829.Journey_to_the_Center_of_the_Earth
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Cool Cows,"Speed, Toby*",0698115996,9780698115996,0698115996,32        pp,3.80,141,"May 09, 1995","Nov 10, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoy reading this book to my daughter as much as she loves hearing it read to her, maybe a little more. Definitely stands out from the pack of chilI enjoy reading this book to my daughter as much as she loves hearing it read to her, maybe a little more. Definitely stands out from the pack of children's lit....more",Notes are private!,0,0,1,not set,not set,"May 12, 2008",,Paperback,view (with text),/book/show/1112992.Two_Cool_Cows
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Complete Peanuts, Vol. 1: 1950-1952","Schulz, Charles M.",156097589X,9781560975892,156097589X,343        pp,4.40,"8,325",2004,"May 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2008",,Hardcover,view,/book/show/54596.The_Complete_Peanuts_Vol_1
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palestine: Peace Not Apartheid,"Carter, Jimmy",0743285026,9780743285025,,288        pp,3.88,"4,220",2006,"Nov 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2008",,Hardcover,view,/book/show/9345.Palestine
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blonde Faith        (Easy Rawlins #11),"Mosley, Walter",0316734594,9780316734592,0316734594,308        pp,4.02,"3,075","Nov 21, 2007","Oct 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/597170.Blonde_Faith
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hughes: The Private Diaries, Memos & Letters","Hack, Richard",1893224643,9781893224643,1893224643,444        pp,3.85,608,"Sep 11, 2001","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2008",,Paperback,view,/book/show/575811.Hughes
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Self-Publishing Manual : How to Write, Print, and Sell Your Own Book, 15th Ed.","Poynter, Dan*",1568601344,9781568601342,1568601344,461        pp,4.02,406,"Jul 28, 1979","Apr 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2008",,Paperback,view,/book/show/82005.The_Self_Publishing_Manual_
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hearts and Lives of Men,"Weldon, Fay",0670820989,9780670820986,0670820989,357        pp,3.79,544,1987,"Mar 21, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2008",,Hardcover,view,/book/show/647691.The_Hearts_and_Lives_of_Men
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Key to The Name of the Rose: Including Translations of All Non-English Passages,"Haft, Adele J.",0472086219,9780472086214,0472086219,216        pp,3.85,332,Jun 1987,"Aug 27, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2008",,Paperback,view,/book/show/10487.The_Key_to_The_Name_of_the_Rose
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foucault’s Pendulum,"Eco, Umberto",015603297X,9780156032971,015603297X,623        pp,3.91,"70,056",1988,"Mar 05, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 30, 2008",,Paperback,view,/book/show/17841.Foucault_s_Pendulum
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tin Drum,"Grass, Günter",0099483505,9780099483502,0099483505,580        pp,3.95,"44,060",1959,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a weirdly wonderful work of art.,Notes are private!,0,0,1,not set,not set,"Apr 25, 2008",,Paperback,view (with text),/book/show/35743.The_Tin_Drum
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm an English Major Now What?,"Lemire, Tim*",1582973628,9781582973623,1582973628,256        pp,3.41,175,"Jan 01, 2006","Apr 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2008",,Paperback,view,/book/show/1209521.I_m_an_English_Major_Now_What_
874,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Legend and Other Stories,"Matheson, Richard",031286504X,9780312865047,031286504X,317        pp,4.00,"131,329",1954,"Sep 15, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2008",,Paperback,view,/book/show/547094.I_Am_Legend_and_Other_Stories
875,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family,"Cooper, J. California",0385411723,9780385411721,0385411723,240        pp,4.42,"2,602",1990,"Dec 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2008",,Paperback,view,/book/show/89137.Family
876,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaffir Boy: An Autobiography,"Mathabane, Mark",0684848287,9780684848280,0684848287,354        pp,4.17,"16,054",1986,"Oct 07, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2008",,Paperback,view,/book/show/126151.Kaffir_Boy
877,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of a Large Black Man?,"Barkley, Charles",1594200424,9780641760938,1594200424,256        pp,3.52,465,"Mar 31, 2005","Mar 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2008",,Hardcover,view,/book/show/843867.Who_s_Afraid_of_a_Large_Black_Man_
878,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disobedience,"Hamilton, Jane",0385720467,9780385720465,0385720467,288        pp,3.44,"4,015","Oct 17, 2000","Jul 10, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jane Hamilton has a way with words, with etching characters who seem as real as your friends and neighbors, and for moving a minimalist plot along at Jane Hamilton has a way with words, with etching characters who seem as real as your friends and neighbors, and for moving a minimalist plot along at a pleasing pace courtesy of splendid first person narration. Disobedience was a pleasure to read and I would not hesitate for an instant to pick up another of her books. What more need a novel accomplish than that?...more",Notes are private!,0,0,1,not set,"Jun 02, 2008","Apr 24, 2008",,Paperback,view (with text),/book/show/725565.Disobedience
879,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When She Was White: The True Story of a Family Divided by Race,"Stone, Judith",0786868988,9780786868988,0786868988,324        pp,3.69,490,"Apr 04, 2007","Apr 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2008",,Hardcover,view,/book/show/405812.When_She_Was_White
880,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618733965,9780618733965,0618733965,291        pp,4.01,"269,642","Sep 16, 2003","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2008",,Paperback,view,/book/show/10127.The_Namesake
881,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal","Moore, Christopher*",0380813815,9780380813810,0380813815,444        pp,4.23,"173,679","Mar 01, 2002","May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2008",,Paperback,view,/book/show/28881.Lamb
882,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Father's Affair,"Glastra van Loon, Karel",1841952893,9781841952895,1841952893,199        pp,3.29,"4,901",Apr 1999,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/1287966.A_Father_s_Affair
883,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1491: New Revelations of the Americas Before Columbus,"Mann, Charles C.",1400032059,9781400032051,1400032059,563        pp,4.05,"87,046","Aug 09, 2005","Oct 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/39020.1491
884,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Guns, Germs and Steel: The Fates of Human Societies","Diamond, Jared",0393317552,9780393317558,0393317552,496        pp,4.04,"410,539","May 09, 1997","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/76919.Guns_Germs_and_Steel
885,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Things Adopted Kids Wish Their Adoptive Parents Knew,"Eldridge, Sherrie",044050838X,9780440508380,044050838X,222        pp,3.71,"1,477","Oct 12, 1999","Oct 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/163660.Twenty_Things_Adopted_Kids_Wish_Their_Adoptive_Parents_Knew
886,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Towelhead,"Erian, Alicia",0743285123,9780743285124,0743285123,336        pp,3.65,"4,107",2005,"Apr 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/54881.Towelhead
887,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Operating Instructions: A Journal of My Son's First Year,"Lamott, Anne*",1400079098,9781400079094,1400079098,251        pp,4.18,"25,332","Apr 27, 1993","Mar 08, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/12540.Operating_Instructions
888,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will in the World: How Shakespeare Became Shakespeare,"Greenblatt, Stephen",039332737X,9780393327373,039332737X,430        pp,3.87,"10,343",2004,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/137717.Will_in_the_World
889,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Favorite Wife: Trapped in Polygamy,"Schmidt, Susan Ray",097797300X,9780977973002,097797300X,445        pp,3.92,"5,017","Mar 01, 2009","Jun 15, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2008",,Paperback,view,/book/show/292782.His_Favorite_Wife
