,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waves,"Woolf, Virginia",,,,167        pp,4.15,"43,807","Oct 08, 1931","Dec 05, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Waves is is an incredible novel. It beautifully and poetically captures the experience of living and growing throughout one's life, from the slow The Waves is is an incredible novel. It beautifully and poetically captures the experience of living and growing throughout one's life, from the slow gathering of consciousness in childhood, and the formation of identity, to the energy and wild optimism of young adulthood, to the eventual bitterness, desperation and regret (and perhaps clarity) of later life. The novel blurs the lines between the individual and the collective experience, acknowledging the importance of others in constructing our sense of self, bringing out our ambitions and setting the very course of our lives. The six voices are distinct, but interact and combine, complement and destroy, like the ripples created by pebbles thrown into a pond – the individual can be perceived as a fragment of a chaotic system. We define others, and are in turn shaped by others’ perception of us. This process of self-definition provides purpose and direction, but also limits our choices. If we say that we are like this and not like that, or we imagine that certain actions can only be taken by certain kinds of people, then we restrict ourselves to the path of expectation, and it is not until later that we realise that other paths were open to us also.Unlike a lot of experimental writing, the structure of The Waves does not get in the way. In fact it harmonises wonderfully with themes of the novel in ways that complement and amplify them. The metaphor of waves is far-reaching and creates a grand thematic unity. The voices of the characters come in waves, as the relentless beating of waves on the shore, as the arc of our lives, as the rise and fall of the sun, the waves of successive days, months, years, generations, the cycle of life and death, as the respiration of breath itself. By depicting life in brief, intense snatches, the novel emphasises life's transience, the compounding effects of actions, and the extent to which it can be out of our control. The Waves is a rare achievement. It's messy and experimental, yet possesses a beautiful simplicity, and conveys a vast wisdom of experience....more",Notes are private!,0,42,1,"Jan 23, 2018","Jan 29, 2018","Sep 08, 2016",,Paperback,view (with text),/book/show/863767.The_Waves
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,367        pp,4.29,"4,268,730","Jan 28, 1813",2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was difficult to read Pride and Prejudice with an open mind, being already familiar with the characters and events from its screen adaptations (thrIt was difficult to read Pride and Prejudice with an open mind, being already familiar with the characters and events from its screen adaptations (through which I never managed to get more than about halfway). Reading the source material offered little in the way of enrichment or surprise. The novel's strict realism and extensive dialogue at times make it read like a screenplay. Though Austen's prose is charming and her dialogue witty and acerbic, I was not entirely taken by the novel's fairly trivial themes....more",Notes are private!,0,20,1,"Mar 09, 2020","Mar 17, 2020","Sep 05, 2016",,Hardcover,view (with text),/book/show/1886.Pride_and_Prejudice
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Teeth,"Smith, Zadie",0140276335,9780140276336,0140276335,542        pp,3.79,"157,490","Apr 01, 2000","Feb 06, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2016",,Paperback,view,/book/show/4200.White_Teeth
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Pioneers!,"Cather, Willa",0486277852,9780486277851,0486277852,122        pp,3.89,"53,764",1913,"Nov 04, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2016",,Paperback,view,/book/show/741607.O_Pioneers_
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Noise of Time,"Barnes, Julian",,,B015VXKM44,225        pp,3.75,"24,543","Jan 28, 2016","Jan 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2016",,Kindle Edition,view,/book/show/27406560-the-noise-of-time
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transparent Things,"Things, Transparent",0140039686,9780140039689,0140039686,107        pp,3.65,"4,234",1972,1981,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is little here of enduring substance, apart from the spectacle of Nabokov himself. This slender volume contains all the Nabokovian elements: theThere is little here of enduring substance, apart from the spectacle of Nabokov himself. This slender volume contains all the Nabokovian elements: the unconventional style of narration (check!); the wonderfully pretentious prose, with smatterings of French and Russian (and why the hell not throw in a little German and Italian this time - check!); the nymphet and the older man (check!); the Russian émigré (check!); there's even tangential reference made to butterflies and chess (check! check!). It's safe to say that for his 17th and penultimate novel, Nabokov had no intention of reinventing himself. He permeates the text.The theme here is recurrence and memory, delivered by means of repeating motifs and the Nabokovian absurd (death by sartorial misbehaviour; murder by hypnopompic asphyxiation; a bizarre fetishisation of dispassionate sex). It's a brief but densely layered work, whose nature is somewhat occluded until the final chapters.Perhaps the phrasing of my opening sentence is a little unfair: there is certainly substance here, but it is subtle and elusive and not all that enduring. Transparent Things is a lovely experience, but it is one I think will be easily (and somewhat ironically) forgotten. ...more",Notes are private!,0,23,1,"Sep 14, 2016","Sep 16, 2016","Aug 25, 2016",,Paperback,view (with text),/book/show/2121930.Transparent_Things
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look Who's Back,"Vermes, Timur",0857052926,9780857052926,0857052926,313        pp,3.43,"38,434","Sep 01, 2012","Apr 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Look Who's Back is an entertaining read, which is a somewhat challenging thing in itself. The Adolf Hitler portrayed in this book is a very likable feLook Who's Back is an entertaining read, which is a somewhat challenging thing in itself. The Adolf Hitler portrayed in this book is a very likable fellow. He is presented as a lens of rationality through which we perceive afresh the absurdities of the modern world. I think this moral conflict is really what the author is aiming to create by presenting this particular subject in this way. When I found myself smiling at Hitler's witticisms, I kept having to remind myself of the small matter of the tens of millions killed on the battlefield and in the gas chambers. But then again, this book is not going to change that one way or another, so it's probably not worth taking all that seriously. I enjoyed the little ironies, the absurdities, and the witty observations about technology and modern life. Hitler's antics were amusing, and his voice was very charming and sympathetic (remembering of course that it is not the real Hitler, as much as he would like you to think it is), but there's not much more to this book. As satire, it's not particularly incisive or original. Ultimately, despite the heavy subject, this is a fairly light and fun fish-out-of-water story. It would probably make an entertaining movie, though I expect a potential production would likely encounter some resistance, for obvious reasons....more",Notes are private!,0,3,1,"Aug 23, 2016","Aug 26, 2016","Aug 23, 2016",,Hardcover,view (with text),/book/show/17289087-look-who-s-back
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True History of the Kelly Gang,"Carey, Peter",,,,424        pp,3.83,"22,795",2000,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2016",,Mass Market Paperback,view,/book/show/12367645-true-history-of-the-kelly-gang
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",184749322X,9781847493224,184749322X,297        pp,3.70,"334,487","Dec 15, 1856",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For one of the most influential novels ever written, Madame Bovary is an understated affair. Flaubert is courageous in his treatment of female maritalFor one of the most influential novels ever written, Madame Bovary is an understated affair. Flaubert is courageous in his treatment of female marital dissatisfaction, though I wish his Emma were able to act with a little more intelligence. Her dissatisfaction and desire for emotional fulfillment are perfectly understandable given her societal and personal circumstances, but her selfishness, recklessness and stupidity erase much of the sympathy one might have for her. Her husband is a pathetic character; a man who is constant and dedicated to a marital ideal, while neglecting the reality of his wife as a living, breathing person. I really did feel for him in the end. Though neither character is particularly admirable, the culpability lies less in their personal failings than in the norms of sexual separation and emotional repression that thrust Charles and Emma unprepared into each other's lives. What could Charles Bovary know about women, and what could Emma really understand about marriage; about herself? Despite the controversy, I find it hard to believe this novel could have enticed anyone to commit adultery. It's about as good a deterrent as I've read....more",Notes are private!,0,64,1,"May 09, 2020","May 22, 2020","Aug 22, 2016",,Paperback,view (with text),/book/show/18456226-madame-bovary
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glory,"Nabokov, Vladimir",0297994166,9780297994169,0297994166,205        pp,3.70,"2,831",1931,"Jan 01, 1972",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nabokov's prose is brilliant even here, so early in his bibliography. But he commits the rookie mistake of assuming that a personal experience that haNabokov's prose is brilliant even here, so early in his bibliography. But he commits the rookie mistake of assuming that a personal experience that has been so significant in his life (his own exile from Russia) is interesting per se to readers. Glory offers very little apart from this experience, and this, along with the writing, is note really enough to carry the novel. The plot wafts from trifle to trifle, but never really latches onto anything of importance. The ancillary characters are often quirky and charismatic, but add little to the narrative. Glory, though at times pleasant, ultimately misses the mark. This is one for the fans only. ...more",Notes are private!,0,31,1,"Apr 24, 2018","May 03, 2018","Aug 22, 2016",,Hardcover,view (with text),/book/show/1224925.Glory
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Pricks Than Kicks,"Beckett, Samuel",0330241591,9780330241595,0330241591,173        pp,3.63,981,1934,"Jan 01, 1974",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's no surprise that Beckett got on so well with Joyce. Both share certain similarities of style and tone, as well as a selfish lack of concern for tIt's no surprise that Beckett got on so well with Joyce. Both share certain similarities of style and tone, as well as a selfish lack of concern for the reader. It takes concentration to extract the plot from the quagmire of wordplay. Sometimes the action is clear, and other times - well, you either follow the author's strange line of thought, or you are lost (a dictionary won't help). But this is Beckett, so it's not supposed to be easy, or make complete sense.The prose is playful, masterful, exuberant, and the story is often funny, at times poignant. It is certainly a wonderfully executed instance of the kind of thing that it is, if you are into that kind of thing. I am thinking that maybe I am not. I don't know why, but I feel less impressed by this kind of writing the more I am exposed to it. There is depth in the language, but very little in the humanity....more",Notes are private!,0,8,1,"Feb 06, 2018","Feb 10, 2018","Aug 22, 2016",,Paperback,view (with text),/book/show/4770869-more-pricks-than-kicks
