,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Espedair Street,"Banks, Iain",0349139253,9780349139258,0349139253,362        pp,3.90,"7,806",1987,"Jun 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Everything seems to take about the right amount of time at the time, but later...Jeez, where did it all go? You look back, and sometimes you think, D“Everything seems to take about the right amount of time at the time, but later...Jeez, where did it all go? You look back, and sometimes you think, Did I really do all that? And other times you think. Is that all there is? Is that all I managed to get done? We are never satisfied. Don’t even know the meaning of the word.”Daniel Wier has a story to tell. A story of his search for satisfaction. A writer of songs, a bass player and a man who nearly loses his way as a member of the successful band, Frozen Gold. Despite, or due to his tendencies towards self doubt and pessimism, he knows how to make music. He surprises himself once the words that previously existed only in his head go live particularly with Christine singing his words. His music takes the band and fans to places of ecstasy and abandonment. On his journey he is saddled with the hefty baggage of Catholic guilt, an absent father in prison, childhood trauma, and what he describes as a less than pleasing countenance. Is he confused? He is. Better confused than bored, miserable and serious. His confusion teaches him to think for himself which at times is in conflict with acting the rock star. He feels he has a duty to his public. He must act the part. In these moments he can almost convince himself that nothing is really all that important, so why not party. These irresponsible moments are the most comic. But, just when you think you know this character he upends the chaos and reveals his other sides. He is gentle, humble, longing for closeness and genuinely caring for and about others. Rarely self absorbed or self righteous he strives for a balance amidst the decadence. In his most self reflective moments he reminds us that life is a dance and if you aren’t dancing but holding fast to rigid frameworks you might consider allowing the tide of music to sweep you away. There is immense loss in his story. These losses are so vast they nearly take him along. Fortunate enough to see another sunrise he acts on his final decision of the story. A decision so important it’s as if he knew all along he would arrive exactly where he does.This is an altogether gratifying story which offers insight into survival - how to survive the random and unexpected events life throws at us. Daniel finds his strength and satisfaction through surviving and this is what makes him a real star....more",Notes are private!,0,15,1,"Jun 07, 2019","Jun 09, 2019","Jun 07, 2019",,Paperback,view (with text),/book/show/17465169-espedair-street
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolution in Rojava: Democratic Autonomy and Women's Liberation in the Syrian Kurdistan,"Knapp, Michael",0745336647,9780745336640,0745336647,272        pp,4.31,310,2015,"Dec 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2019",,Hardcover,view,/book/show/29362576-revolution-in-rojava
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody Loves a Good Drought,Palagummi Sainath,,,,470        pp,4.33,"3,134",1996,"Oct 14, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2019",,Paperback,view,/book/show/547573.Everybody_Loves_a_Good_Drought
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sacrament,"Olafsson, Olaf*",0062899872,9780062899873,0062899872,304        pp,3.72,"2,967","Dec 03, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2019",,Hardcover,view,/book/show/44286191-the-sacrament
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When One Has Lived a Long Time Alone,"Kinnell, Galway",0679732810,9780679732815,0679732810,84        pp,4.13,279,"Oct 31, 1990","Oct 31, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2019",,Paperback,view,/book/show/186758.When_One_Has_Lived_a_Long_Time_Alone
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Starlight Tour: The Last, Lonely Night of Neil Stonechild","Reber, Susanne",0679313079,9780679313076,0679313079,448        pp,4.48,537,"Nov 08, 2005","Nov 08, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Misinformation comes from what we have not been told. This book tells us much about racism and hatred turning to indifference. It informs us about theMisinformation comes from what we have not been told. This book tells us much about racism and hatred turning to indifference. It informs us about the assumed superiority of whites. The dismantling of racism is surely in the best interest of everyone. Where does this much hatred come from? How can one human leave another human to freeze to death? This book is a tough but necessary read. Starlight tours are not an urban legend. Please read this and become informed....more,Notes are private!,0,20,1,"Jun 05, 2019","Jun 07, 2019","Jun 05, 2019",,Hardcover,view (with text),/book/show/1455306.Starlight_Tour
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, See You Tomorrow","Maxwell, William",,9781860464188,1860464181,135        pp,3.91,"12,281",1980,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/14276.So_Long_See_You_Tomorrow
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kintu,"Makumbi, Jennifer Nansubuga",1945492015,9781945492013,1945492015,446        pp,4.12,"3,867","Jan 01, 2014","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/31944671-kintu
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grief is the Thing with Feathers,"Porter, Max",0571323766,9780571323760,0571323766,114        pp,3.83,"42,019","Sep 17, 2015","Sep 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Hardcover,view,/book/show/25334576-grief-is-the-thing-with-feathers
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bina,"Schofield, Anakana*",0735273219,9780735273214,0735273219,336        pp,3.38,761,"May 14, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Hardcover,view,/book/show/41543272-bina
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mars,"Bakić, Asja",,9781936932481,1936932482,167        pp,3.87,479,2015,"Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/40093244-mars
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and His Servant,"Novaković, Mirjana",0720619807,9780720619805,,255        pp,3.80,389,1999,"Apr 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,ebook,view,/book/show/37569448-fear-and-his-servant
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mussel Feast,"Vanderbeke, Birgit",1908670088,9781908670083,1908670088,105        pp,3.62,"3,362",1990,"Feb 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/16138043-the-mussel-feast
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea-Rabbit: Or, the Artist of Life","Walker, Wendy*",1557130019,9781557130013,1557130019,272        pp,4.53,17,"Jan 01, 1987","Nov 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/581673.The_Sea_Rabbit
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolf Who Swallowed the Sun: A Jungian Fable of Family and Finance Across the Twentieth Century,"Newlove, Donald",0578512963,9780578512969,0578512963,252        pp,3.83,6,unknown,"Jul 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/45842382-the-wolf-who-swallowed-the-sun
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Violation of Human Rights,"Johnson, Pamela",0578438607,9780578438603,0578438607,442        pp,5.00,2,unknown,"May 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Paperback,view,/book/show/46040157-in-violation-of-human-rights
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,"Stearns, Jason",1586489291,9781586489298,1586489291,400        pp,4.18,"5,079","Mar 29, 2010","Mar 29, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2019",,Hardcover,view,/book/show/10046142-dancing-in-the-glory-of-monsters
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Walk to Water: Based on a True Story,"Park, Linda Sue",0547577311,9780547577319,0547577311,128        pp,4.26,"88,090","Nov 15, 2010","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Paperback,view,/book/show/10386845-a-long-walk-to-water
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brightness Long Ago,"Kay, Guy Gavriel*",0451472985,9780451472984,0451472985,423        pp,4.18,"7,129","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Hardcover,view,/book/show/41458663-a-brightness-long-ago
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Move: A Life,"Sacks, Oliver",1447264053,9781447264057,1447264053,397        pp,4.02,"20,576",Apr 2015,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 03, 2019",,Paperback,view,/book/show/25513992-on-the-move
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Promise,"Ocampo, Silvina",0872867714,9780872867710,0872867714,103        pp,3.68,706,2011,"Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Paperback,view,/book/show/43985366-the-promise
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Mothers: The Story of the Three Women Who Took on the World's Most Powerful Mafia,"Perry, Alex*",0062655604,9780062655608,0062655604,352        pp,4.11,"1,259","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Hardcover,view,/book/show/36590405-the-good-mothers
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half-Witch,"Schoffstall, John*",,,B07DPWNNPQ,300        pp,3.92,529,"Jul 01, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2019",,Kindle Edition,view,/book/show/40738073-half-witch
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heart So White,"Marías, Javier",0811215059,9780811215053,0811215059,280        pp,4.02,"14,629","Feb 13, 1992","May 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2019",,Paperback,view,/book/show/529075.A_Heart_So_White
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If the Creek Don't Rise,"Weiss, Leah*",1492647454,9781492647454,1492647454,305        pp,4.02,"21,600","Aug 22, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2019",,Paperback,view,/book/show/32804703-if-the-creek-don-t-rise
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,M Train,"Smith, Patti*",1101875100,9781101875100,1101875100,256        pp,4.02,"43,520","Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2019",,Hardcover,view,/book/show/24728470-m-train
