,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Home for Unwanted Girls,"Goodman, Joanna*",0062684248,9780062684240,,384        pp,4.23,"51,083","Apr 17, 2018","Apr 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was really interesting to read about some of the horrible things that happened to the Duplessis Orphans. Although this novel was fiction, it was baIt was really interesting to read about some of the horrible things that happened to the Duplessis Orphans. Although this novel was fiction, it was based on truth, which made it much harder to read. The book was really sad. I really liked the romance at the beginning! ...more",Notes are private!,0,2,1,"Sep 21, 2018","Sep 26, 2018","Jul 29, 2018",,ebook,view (with text),/book/show/35068763-the-home-for-unwanted-girls
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",,,,360        pp,3.94,"845,849","May 30, 2017","May 30, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would probably give this book 3.5 stars if I could. This is the first book for my new book club (!!) and although it gets good s, it was prettI would probably give this book 3.5 stars if I could. This is the first book for my new book club (!!) and although it gets good s, it was pretty much the young adult novel I was expecting. It was somewhat cheesy and childish at points and I was not surprised or excited by the big reveal or the ending of the book (and it is reallllly saying something that I wasn’t surprised by the twist). The book did get better and easier to read, but I could’ve done without the cheesy ending and the classic “everybody ends up with someone” theme that is so typical of YA novels. ...more",Notes are private!,0,2,1,"Jul 29, 2018","Jul 31, 2018","Jul 26, 2018",,Kindle Edition,view (with text),/book/show/32571395-one-of-us-is-lying
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Estonia. Passport Forgery, Meat Jelly Eaters, And Other Stories        (Minu..., # 13)","Petrone, Justin*",9949901545,9789949901548,9949901545,370        pp,3.62,842,"Oct 01, 2009","Nov 20, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was basically a romance, but I read it for the descriptions of an American moving to Estonia. It was cool to hear his experiences - especialThis book was basically a romance, but I read it for the descriptions of an American moving to Estonia. It was cool to hear his experiences - especially what was different culturally from America and his travels within Estonia. I am interested to see how my adjustment differs from his. There were a few typos in the book (wrong form of your, double words...), but besides that it was a fun and applicable read. ...more",Notes are private!,0,0,1,"Jul 27, 2018","Jul 29, 2018","Jul 26, 2018",,Paperback,view (with text),/book/show/7443920-my-estonia-passport-forgery-meat-jelly-eaters-and-other-stories
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Emperor,"Behr, Edward Samuel",0553344749,9780553344745,0553344749,336        pp,3.69,434,"Jan 01, 1987","Nov 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2018",,Paperback,view,/book/show/725040.The_Last_Emperor
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora's Lab: Seven Stories of Science Gone Wrong,"Offit, Paul A.",1426217994,9781426217999,B01FBZXSNO,277        pp,4.15,"7,414","Apr 04, 2017","Apr 04, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A really interesting mix of history and science!,Notes are private!,0,2,1,"Jul 23, 2018","Jul 27, 2018","Jul 23, 2018",,Kindle Edition,view (with text),/book/show/33146881-pandora-s-lab
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,843","Aug 02, 2016","Aug 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some of Colleen’s best work,Notes are private!,0,2,1,"Jul 14, 2018","Jul 15, 2018","Jul 14, 2018",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",,,B01NCUXEFR,321        pp,3.94,"358,692","Jan 29, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book a lot. The exploration of the difficulty of love, marriage, and family was really thought-provoking. The plot was relevant to todaI enjoyed this book a lot. The exploration of the difficulty of love, marriage, and family was really thought-provoking. The plot was relevant to today’s issues though I wish more time had been spent exploring Roy’s time in prison and the trial. Though I suppose the book was more about love than about prison. ...more",Notes are private!,0,0,1,"Jul 16, 2018","Jul 25, 2018","Jul 09, 2018",,Kindle Edition,view (with text),/book/show/35064848-an-american-marriage
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,281","Jun 28, 2016","Jun 28, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 26, 2018","Jun 27, 2018","Jun 26, 2018",,Hardcover,view,/book/show/27161156-hillbilly-elegy
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Great Things,"Picoult, Jodi*",0345544951,9780345544957,0345544951,480        pp,4.36,"373,298",2016,"Oct 11, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was super difficult to read but I also couldn’t stop reading it. I think Jodi Picoult does a good job at talking about race - she did a lot This book was super difficult to read but I also couldn’t stop reading it. I think Jodi Picoult does a good job at talking about race - she did a lot of research and has a really thoughtful Author’s Note at the end discussing her intention of reaching white audiences and asking them to recognizing their racism and the advantages they have been granted due to the color of their skin. I liked that the novel was based partially on a true story. I also feel like she captured the excitement of a lawsuit better than most authors (I find trial books to be boring sometimes). I did not love the ending of the book, but I guess it’s an optimistic outlook. Anyway, a great read and will have me thinking for a while to come… ...more",Notes are private!,0,1,1,"Dec 25, 2022","Dec 28, 2022","Jun 22, 2018",,Hardcover,view (with text),/book/show/28587957-small-great-things
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars Room,"Kushner, Rachel*",1476756554,9781476756554,1476756554,338        pp,3.45,"42,912","May 01, 2018","May 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was really great! There were several additional storylines to the main character’s, which made it really interesting. Each voice was completThis book was really great! There were several additional storylines to the main character’s, which made it really interesting. Each voice was completely different and the perspectives were really well written. The topic was somewhat niche, but it’s a fascinating look into the life of a woman in prison. Also, the non-linear storyline made me always want to read more because you never know when you’re going to find something out. ...more",Notes are private!,0,1,1,"Jun 04, 2018","Jun 06, 2018","Jun 04, 2018",,Hardcover,view (with text),/book/show/36373648-the-mars-room
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,124","May 09, 2017","May 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really good, but also very sad. Unexpected twist at the end! I’m excited for the movie!",Notes are private!,0,1,1,Jun 2018,"Jun 12, 2018","Jun 01, 2018",,Hardcover,view (with text),/book/show/31434883-eleanor-oliphant-is-completely-fine
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hate U Give        (The Hate U Give, #1)","Thomas, Angie*",,,1406377287,438        pp,4.47,"897,654","Feb 28, 2017","Feb 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The Hate U Give was absolutely incredible. Thomas made the difficult (albeit timely) topic of police brutality approachable. I highly encourage everyoThe Hate U Give was absolutely incredible. Thomas made the difficult (albeit timely) topic of police brutality approachable. I highly encourage everyone to read this book. ...more,Notes are private!,0,2,1,"Jul 31, 2018","Aug 02, 2018","May 28, 2018",,Paperback,view (with text),/book/show/34530151-the-hate-u-give
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Stroke of Insight: A Brain Scientist's Personal Journey,"Taylor, Jill Bolte",1430300612,9781430300618,1430300612,181        pp,3.91,"29,810",2006,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2018","May 23, 2018","May 18, 2018",,Paperback,view,/book/show/142292.My_Stroke_of_Insight
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,581","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow this was incredible!!! Highly recommend the audiobook!,Notes are private!,0,1,1,"May 22, 2018","May 28, 2018","May 18, 2018",,Hardcover,view (with text),/book/show/29780253-born-a-crime
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0735212171,9780735212176,0735212171,231        pp,3.75,"138,453","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2018",,Hardcover,view,/book/show/30688435-exit-west
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 5 Love Languages: The Secret to Love that Lasts,"Chapman, Gary",,,B00OICLVBI,232        pp,4.27,"429,517",1990,"Dec 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2018",,Kindle Edition,view,/book/show/23878688-the-5-love-languages
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Checklist Manifesto: How to Get Things Right,"Gawande, Atul",0805091742,9780805091748,0805091742,208        pp,4.04,"68,544","Dec 22, 2009","Dec 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Hardcover,view,/book/show/6667514-the-checklist-manifesto
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man Gone Down,"Thomas, Michael",0802170293,9780802170293,0802170293,432        pp,3.24,"1,462","Dec 07, 2006","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,Paperback,view,/book/show/79420.Man_Gone_Down
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,575","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2018",,Paperback,view,/book/show/20342617-just-mercy
