,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le vergini suicide,"Eugenides, Jeffrey",8804583614,9788804583615,8804583614,213        pp,3.80,"337,938",1993,"Aug 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"E' sicuramente un libro che non lascia indifferente..E' un libro particolare per il modo in cui viene narrato(prima persona plurale), e per le moltissE' sicuramente un libro che non lascia indifferente..E' un libro particolare per il modo in cui viene narrato(prima persona plurale), e per le moltissime sensazioni che lascia.A me personalmente ne ha lasciate paarecchie: oppressione,ossessione,sofferenza,rassegnazione,inquietudine, reclusione......""A CHI POTEVANO RIVOLGERSI? CERTO NON AI LORO GENITORI.DENTRO CASA ERANO PRIGIONIER, FUORI LEBBROSE. E COSì SI ERANO NASCOSTE, LONTANE DAL MONDO, IN ATTESA CHE QUALCUNO-NOI-ANDASSE A SALVARLE.""E'un storia di una delicata bellezza,avvolta da una malinconia e tristezza, vista con gli occhi di quei ragazzi innamorati e ossessionati dalle cinque ragazze Lisbon.Per tutto il libro ho creduto di soffocare per quel senso di reclusione, di claustrofobia che ho provato.Ho provato un senso di disprezzo verso una madre troppo rigida, troppo ferrea, troppo preoccupata a salvare le apparenze.Tanto che dopo la morte della prima figlia,Cecilia, i coniugi, iniziano a controllare in modo ossessivo, oppressivo le altre quattro figlie.Le imprigionano, le recludono, le rendono invisibili agli occhi della comunità.Tanto da convincerele che l'unica via di fuga, da questo mondo fatto di clausura, sia la morte.""TUTTO CIO' CHE VOGLIAMO E CHE CI LASCIANO VIVERE"".Un desiderio semplice, normale, ma impossibile per l'attenzione continua che attirano a se le sorelle Lisbon.Il gesto piu' inquietante è il loro patto di morte...""patto suicida""il loro non dare una vera spiegazione di non far capire il vero perchè.Per tutto il racconto ho fermamente creduto che questo gesto estremo fosse un modo per manifestare il loro senso di malessere, la loro tristezza interiore e esteriore.Ma confesso che alla fine Eugenides un dubbio me lo ha messo....se fosse stato un atto di egoismo di egocentrismo???""L'ESSENZA DI QUEI SUICIDI NON ERA LA TRISTEZZA, NON ERA IL MISTERO,MA UN PURO SEMPLICE EGOCENTRISMO.""""ECCO LA CORDA PASSATA INTORNO ALLATRAVE, LA PILLOLA LASCIATA CADERE NEL PALMO DELLA MANO, LA FINESTRA SPALANCATA, IL FORNO ACCESO....CI AVEVANO RESI PARTECIPI DI QUELLA FOLLIA.""PENSARE....UN PO' MI HA FATTO PENSARE...more",Notes are private!,0,2,1,"Feb 08, 2013","Feb 17, 2013","Feb 02, 2013",,Paperback,view (with text),/book/show/9669396-le-vergini-suicide
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il pittore e la ragazza,"Moor, Margriet de",8854505404,9788854505407,8854505404,240        pp,2.91,456,"Jan 01, 2010",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2013",,Paperback,view,/book/show/17207632-il-pittore-e-la-ragazza
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La figlia dei ricordi,"McCoy, Sarah*",8842921297,9788842921295,8842921297,462        pp,3.97,"23,653","Jan 24, 2012","Jan 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ci sono libri, che pur trattando argomenticosì tristi è necessario leggere.La storia di Elsie è avvincente e di gran lunga più interessante di quella Ci sono libri, che pur trattando argomenticosì tristi è necessario leggere.La storia di Elsie è avvincente e di gran lunga più interessante di quella tra Reba e Riki.Credo, parere personale, che il confronto tra i clandestini, di cui Riki si occupa e la deportazione degli ebrei, sia inappropriata.Ho trovato la parte storica molto coinvolgente ed interessante, meno quella riferita al mondo di oggi.Elsie come la sorella,Hezel, due belle ragazze tedesche, facevano ciò che Hitler chiedeva di fare, in quel periodo,ma pur essendo tedesche hanno subito umiliazioni, violenze e sofferenze.Hezel viene presa a far parte del progetto ""Lebensorn"", doveva procreare figli di pura razza ariana.la sua storia mi ha inquietato, soprattutto quando uno dei suoi figli nasce ""imperfetto"".Elsie, invece viene invitata da josef, ufficiale delle SS, ad un ballo, la notte di Natale. l'incontro con Tobias, bambino ebreo, cambia radicalmente la sua vita....diventandone il suo protettore...il suo angelo custode.""NEPPUR L'AUDACE, UNA VOLTA SPENTOSAPRA' DISSIMULARE LO SGOMENTODESTANDOSI A SCOPRIR CHE L'ARDIMENTOIN TERRA CONTA IL FIRMAMENTO"".I segreti di Elsie vengono fuori piano piano fuori 60 anni dopo, quando Reba, giovane donna, giornalista deve raccontare usanze di costume della Germania, nel periodo di guerra.Entra nella panetteria e tra profumo di pane sfornato, che sa di ricordi e di segreti, nasce tra di loro una forte complicità....una bella amicizia.....more",Notes are private!,0,1,1,"Jan 29, 2013","Feb 08, 2013","Jan 28, 2013",,Hardcover,view (with text),/book/show/17155469-la-figlia-dei-ricordi
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultima fuggitiva,"Chevalier, Tracy*",8854506788,9788854506787,8854506788,320        pp,3.85,"36,859","Jan 03, 2013","Jan 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2013",,Paperback,view,/book/show/17207759-l-ultima-fuggitiva
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caduto fuori dal tempo,"Grossman, David",8852030654,9788852030659,,192        pp,3.86,"1,498",2011,"Oct 26, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 28, 2012",,ebook,view,/book/show/16112078-caduto-fuori-dal-tempo
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amante di Lady Chatterley,"Lawrence, D.H.",8880490451,9788880490456,8880490451,416        pp,3.50,"125,616",1928,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2012",,Paperback,view,/book/show/14762075-l-amante-di-lady-chatterley
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto Sherlock Holmes,"Doyle, Arthur Conan",8854113670,9788854113671,8854113670,"1,248        pp",4.50,"198,188",1930,"Jan 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2012",,Paperback,view,/book/show/9637573-tutto-sherlock-holmes
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il ballo,"Némirovsky, Irène",8845919714,9788845919718,8845919714,92        pp,3.67,"12,244",1930,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2012",,Paperback,view,/book/show/9646899-il-ballo
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il conte di Montecristo,"Dumas, Alexandre",8817009679,9788817009676,8817009679,938        pp,4.30,"913,634","Aug 28, 1844","Jan 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2012",,Paperback,view,/book/show/3400712-il-conte-di-montecristo
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il vangelo secondo Biff. Amico d'infanzia di Gesù,"Moore, Christopher*",8861920500,9788861920507,8861920500,580        pp,4.23,"173,679","Mar 01, 2002","Nov 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2012",,Paperback,view,/book/show/9729117-il-vangelo-secondo-biff-amico-d-infanzia-di-ges
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questo bacio vada al mondo intero,"McCann, Colum*",8817040746,9788817040747,8817040746,464        pp,3.95,"104,953","Jun 16, 2009","Jan 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tutto ha inizio il 7 agosto del 1974 a new york, quando l'equilibrista PhilippePetit decide di dare colore ad una mattinata grigia e di fermarla, attiTutto ha inizio il 7 agosto del 1974 a new york, quando l'equilibrista PhilippePetit decide di dare colore ad una mattinata grigia e di fermarla, attirando ase l'attenzione, camminando lungo un cavo teso fra le torri del World TradeCenter a ben 110 metri di altezza.E' lui il fulcro del romanzo, è come se da lassù vedesse e guidasse le storie,incastrandole e dando ad ognuna di esse un senso ....vita.E' strano come questo libro mi abbia lasciato un'infinità di emozionicontrastanti.Ho cercato di leggerlo più lentamente possibile per assaporarlo tutto,cercando di non farmi sfuggire nulla...di imprigionarlo dentro di me.Posso tranquillamente affermare che ne ho avuto ""PAURA"", da quanto è vero e daquanto sa far male nella totalità delle verità che racconta.Sa toccarti dentro, nel profondo dell'anima.L'ho amato immensamente, tanto da pensarci anche dopo averlo chiuso, solo inalcune pagine l' ho trovato lento, trovando persino difficile concentrarmi nelproseguire la lettura.Non mi ha affatto lasciato indifferente: è profondo, ricco di sentimenti, diriflessioni, di amori, di dolori interiori, di lutti, di speranza, disofferenza in una New York anni 70, in una AMERICA che piange i suoi morti deldopo Vietnam. Diviso tra il Bronx e il lussuoso e confortante quartiere di parkAvenue. Ho amato le sue storie, gli animi dei suoi personaggi, la profondita'dei loro sentimenti."" AMARE IL SILENZIO ERA NECESSARIO, MA PRIMA DI AMARE IL SILENZIO OCCORREPASSARE ATTRAVERSO IL RUMORE.""Ho amato Carrigan, monaco di strada, fin dal primo momento. Ho amato la suavoglia di aiutare i più deboli, di salvarli, di proteggerli e di essere forteaffidandosi alla propria fede....."" CERCAVA DI FERIRE LA PROPRIA FEDE PER POTERLA METTERLA ALLA PROVA......""Ho amato il suo disperato bisogno di dare e ricevere AMORE.""CI SONO ROCCE CONFICCATE TANTO IN PROFONDITA' NELLA TERRA CHE,PER QUANTO SCAVI, NON VEDRANNO MAI LA SUPERFICIE.CREDO SIA PAURA.PAURA DELL'AMORE.""Cosi' come le altre storie che si intrecciano, drogati, prostitute....tuttibisognosi di affetto, pieni di dolori e di tristezza. Sarebbe bastato un nullaper cambiare la loro vita.""INSEGNAMI CHI POTREI ESSERE.INSEGNAMI COSA POSSO DIVENTARE.INSEGNAMELO.""All'inizio si fa fatica ad incastrare tutte le storie, ma alla fine, messitutti i pezzi, ti accorgi che è un magnifico puzzle.Questo libro ti arricchisce, ti fa innamorare, è un canto alla vita,all'amicizia, alla dolcezza, alla sofferenza, ma soprattutto alla speranza.Si è incatenato dentro di me, e lo terrò stretto...E' magnifico nella sua totalità. C'è così tanta passione in ogni frase, inogni pagina da far venire i brividi.....le vertigini."" LA SOLA COSA PER CUI VALE LA PENA INTRISTIRSI ERA SAPERE CHE, A VOLTE, INQUESTA VITA C'E' PIU' BELLEZZA DI QUANTO IL MONDO POSSA REGGERNE.""Che dire straordinaria, quanto vera!...more",Notes are private!,0,7,1,"Nov 21, 2012",Feb 2013,"Nov 09, 2012",,Hardcover,view (with text),/book/show/9713393-questo-bacio-vada-al-mondo-intero
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Love        (Magdalene Line Trilogy, #2)","McGowan, Kathleen*",0743295358,9780743295352,0743295358,516        pp,4.04,"3,530","Feb 01, 2009","Mar 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2012",,Hardcover,view,/book/show/1630729.The_Book_of_Love
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il vangelo di Maria Maddalena,"McGowan, Kathleen*",8856603748,9788856603743,8856603748,460        pp,3.94,"8,160",2004,"Mar 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 05, 2012",,Paperback,view,/book/show/9763292-il-vangelo-di-maria-maddalena
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite francese,"Némirovsky, Irène",,,,415        pp,3.85,"74,157",Sep 2004,Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Paperback,view,/book/show/16120448-suite-francese
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lettera al padre,"Kafka, Franz",8806207202,9788806207205,8806207202,82        pp,4.00,"36,292",Nov 1919,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Paperback,view,/book/show/13638094-lettera-al-padre
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood: Tokyo Blues,"Murakami, Haruki",880618315X,9788806183158,880618315X,384        pp,4.01,"601,965","Sep 04, 1987","May 06, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Paperback,view,/book/show/7741999-norwegian-wood
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragazzo da parete,"Chbosky, Stephen",8876849033,9788876849039,8876849033,271        pp,4.23,"1,793,516","Feb 01, 1999","Mar 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Paperback,view,/book/show/10867192-ragazzo-da-parete
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marina,"Ruiz Zafón, Carlos",8804593520,9788804593522,8804593520,308        pp,4.12,"76,919",1999,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Hardcover,view,/book/show/7662206-marina
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il codice da Vinci,"Brown, Dan*",8804523417,9788804523413,8804523417,528        pp,3.91,"2,351,614","Mar 18, 2003","Nov 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Hardcover,view,/book/show/3324536-il-codice-da-vinci
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un giorno mi troverai,"Edwards, Kim*",8811686261,9788811686262,8811686261,430        pp,3.19,"14,097","Nov 23, 2010",Sep 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Hardcover,view,/book/show/12534867-un-giorno-mi-troverai
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'antiquario,"Sánchez, Julián",8806202782,9788806202781,8806202782,474        pp,3.48,841,2009,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/10127126-l-antiquario
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le amiche del venerdì sera,"Jacobs, Kate",8838474222,9788838474224,8838474222,430        pp,3.44,"76,709",2006,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/7825864-le-amiche-del-venerd-sera
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le sorprese del venerdì sera,"Jacobs, Kate",8856605104,9788856605105,8856605104,396        pp,3.52,"17,052",Nov 2008,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9692761-le-sorprese-del-venerd-sera
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il fumo di Birkenau,"Millu, Liana",8885943284,9788885943285,8885943284,163        pp,4.33,961,1945,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/7726523-il-fumo-di-birkenau
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il muro invisibile,"Bernstein, Harry",8838476470,9788838476471,8838476470,329        pp,4.07,"14,841",2006,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9673668-il-muro-invisibile
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La solitudine dei numeri primi,"Giordano, Paolo",8804577029,9788804577027,8804577029,304        pp,3.64,"74,405","Jul 01, 2008","Jul 01, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 01, 2012",,Hardcover,view,/book/show/3828372-la-solitudine-dei-numeri-primi
