,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žmogaus ribos: kodėl universalai triumfuoja specializuotame pasaulyje,"Epstein, David*",,9786098254402,,400        pp,4.14,"67,778","May 28, 2019",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Tai eksperimentas, visas gyvenimas, yra eksperimentas""""Tai eksperimentas, visas gyvenimas, yra eksperimentas""...more",Notes are private!,0,5,1,"Dec 30, 2020","Jan 17, 2021","Dec 26, 2020",,Hardcover,view (with text),/book/show/55016639-mogaus-ribos
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Senis ir jūra,"Hemingway, Ernest",,,,62        pp,3.80,"1,148,258","Sep 01, 1952",1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2020",,Hardcover,view,/book/show/15834672-senis-ir-j-ra
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juodieji viešieji ryšiai,"Vuima, Anton",6099505326,9786099505329,6099505326,192        pp,3.25,16,"Jan 01, 2009",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2020",,Paperback,view,/book/show/21826739-juodieji-vie-ieji-ry-iai
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apšviestoji,"Westover, Tara*",,9786094800511,,456        pp,4.47,"1,525,668","Feb 20, 2018",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2020",,,view,/book/show/43212016-ap-viestoji
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,152473165X,339        pp,4.41,"259,831","May 21, 2018","May 21, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dažnai sociopatas apibūdinamas kaip žmogus, turintis labai mažai sąžinės arba visai be jos. Paliksime spręsti psichologams ar Holms tinka ši klinikinėDažnai sociopatas apibūdinamas kaip žmogus, turintis labai mažai sąžinės arba visai be jos. Paliksime spręsti psichologams ar Holms tinka ši klinikinė charakteristika, tačiau jos moraliniai principai neabejotinai buvo stipriai iškreipti....more",Notes are private!,0,11,1,"Dec 21, 2020","Dec 27, 2020","Dec 21, 2020",,Hardcover,view (with text),/book/show/37976541-bad-blood
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faktų galia,"Rosling, Hans",,9786094663420,,400        pp,4.36,"182,917","Apr 03, 2018",Oct 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2020",,Hardcover,view,/book/show/42589685-fakt-galia
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vėjo nublokšti, II dalis","Mitchell, Margaret",995538431X,9789955384311,995538431X,592        pp,4.61,"3,959","Jun 30, 1936",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2020",,Hardcover,view,/book/show/23256992-v-jo-nublok-ti-ii-dalis
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vėjo nublokšti, I dalis","Mitchell, Margaret",9955384301,9789955384304,9955384301,592        pp,4.50,"4,927","Jun 30, 1936",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2020",,Hardcover,view,/book/show/12450014-v-jo-nublok-ti-i-dalis
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sėkmės ežeras,"Shteyngart, Gary*",,9786094870941,,384        pp,3.62,"11,067","Sep 04, 2018",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2020",,Hardcover,view,/book/show/55821408-s-km-s-e-eras
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaunojo suaugusiojo psichologija,"Beresnevičienė, Danguolė",9955567015,,,80        pp,4.50,2,unknown,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 08, 2020","Dec 13, 2020","Dec 08, 2020",,Paperback,view,/book/show/56213740-jaunojo-suaugusiojo-psichologija
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eik ir pastatyk sargybinį,"Lee, Harper",9955135794,9789955135791,9955135794,320        pp,3.31,"273,807","Jul 14, 2015",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/29230624-eik-ir-pastatyk-sargybin
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kolekcionierius,"Fowles, John",,9786090116869,,336        pp,3.98,"80,010",May 1963,Jan 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/24675986-kolekcionierius
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kelionė į Rytų šalį,"Hesse, Hermann",,9789955477242,,108        pp,3.69,"14,560",1932,2014,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 17, 2021","Feb 19, 2021","Dec 07, 2020",,Hardcover,view,/book/show/25300472-kelion-ryt-al
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stiklo karoliukų žaidimas,"Hesse, Hermann",,,,426        pp,4.11,"38,676",1943,1984,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/16079941-stiklo-karoliuk-aidimas
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Narcizas ir auksaburnis,"Hesse, Hermann",9955382619,9789955382614,9955382619,288        pp,4.22,"62,709",1930,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/11478111-narcizas-ir-auksaburnis
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Tom’s Cabin,"Stowe, Harriet Beecher",,,,438        pp,3.91,"227,326",1852,"Aug 05, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Paperback,view,/book/show/46787.Uncle_Tom_s_Cabin
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lazario moterys,"Stepnova, Marina",,9789986169642,,392        pp,4.34,"3,192",2011,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/18649350-lazario-moterys
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaunojo Verterio kančios,"Goethe, Johann Wolfgang von",,,,178        pp,3.69,"131,270",1774,1963,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Hardcover,view,/book/show/23519434-jaunojo-verterio-kan-ios
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pninas,"Nabokov, Vladimir",,9786099618807,,180        pp,3.89,"24,892",1957,Nov 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2020",,Paperback,view,/book/show/55888921-pninas
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tai, kas svarbiausia","Giffin, Emily*",9955239336,9789955239338,9955239336,368        pp,3.74,"113,674","May 11, 2010",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2020",,Hardcover,view,/book/show/33984647-tai-kas-svarbiausia
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ryto spindesys,"Jio, Sarah*",,9789955238621,,416        pp,3.89,"8,585","Nov 26, 2013",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2020",,Hardcover,view,/book/show/27839745-ryto-spindesys
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miniatiūristas,"Burton, Jessie",,9789955238782,,416        pp,3.62,"143,109","Jul 03, 2014",Feb 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2020",,Hardcover,view,/book/show/29225844-miniati-ristas
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balandis Paryžiuje,"Wallner, Michael",,9789955232957,9955232951,173        pp,3.31,"1,630",2006,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2020",,Paperback,view,/book/show/55528609-balandis-pary-iuje
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naktis Lisabonoje,"Remarque, Erich Maria",9955134968,9789955134961,9955134968,320        pp,4.31,"20,359",1962,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Hardcover,view,/book/show/16151066-naktis-lisabonoje
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Triumfo arka,"Remarque, Erich Maria",,,,414        pp,4.42,"27,372",1945,1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Hardcover,view,/book/show/19031599-triumfo-arka
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kelias atgal,"Remarque, Erich Maria",,,,243        pp,4.33,"8,489",Apr 1931,1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 15, 2020","Dec 18, 2020","Dec 01, 2020",,Hardcover,view,/book/show/16124800-kelias-atgal
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šešėliai rojuje,"Remarque, Erich Maria",,,,419        pp,4.16,"4,982",1970,1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Paperback,view,/book/show/13087560-e-liai-rojuje
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangus neturi išrinktųjų,"Remarque, Erich Maria",9986061482,,,303        pp,4.26,"13,358",1961,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Hardcover,view,/book/show/18519544-dangus-neturi-i-rinkt-j
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gyvybės kibirkštis,"Remarque, Erich Maria",,,,381        pp,4.52,"5,697",1952,1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Paperback,view,/book/show/13087583-gyvyb-s-kibirk-tis
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Obelisk,"Remarque, Erich Maria",0449912442,9780449912447,0449912442,448        pp,4.38,"13,995",1956,"Jun 09, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2020",,Paperback,view,/book/show/1297123.The_Black_Obelisk
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tobulas paveikslas,"Picoult, Jodi*",,,,392        pp,3.57,"64,059","Mar 21, 1995",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/17312824-tobulas-paveikslas
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malonės sniegas,"Doerr, Anthony*",,9786090142837,,480        pp,3.45,"21,975","Sep 21, 2004",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55780674-malon-s-sniegas
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitas miestas,"Ajvaz, Michal",,9786094801990,,184        pp,3.70,914,1993,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55987878-kitas-miestas
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galybė,"Alderman, Naomi*",,9786094792229,,400        pp,3.76,"230,123","Oct 27, 2016",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/52971645-galyb
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visas gyvenimas,"Seethaler, Robert",,9789955239505,,136        pp,3.94,"18,852",Jul 2014,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/34405298-visas-gyvenimas
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pavogta santuoka,"Chamberlain, Diane*",,9786090138403,,456        pp,4.27,"38,179","Oct 03, 2017","Sep 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/50920540-pavogta-santuoka
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aukso veršis        (Didysis kombinatorius Ostapas Benderis, #2)","Ilf, Ilya",,9786094842320,,352        pp,4.44,"8,451",1931,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/56071508-aukso-ver-is
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dvylika kėdžių        (Didysis kombinatorius Ostapas Benderis, #1)","Ilf, Ilya",6094842316,9786094842313,6094842316,336        pp,4.40,"23,189",1928,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/56071496-dvylika-k-d-i
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Karas ir taika,"Tolstoy, Leo",,9786090400425,,"1,200        pp",4.16,"328,073",1868,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/34099955-karas-ir-taika
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Season        (Carter Blake #1),"Cross, Mason*",1409145670,9781409145677,1409145670,384        pp,3.90,"2,963","Apr 24, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/18804857-the-killing-season
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kažkas prarasto, arba Penktoji aveniu","Kontenienė, Donata*",,9786094871078,,386        pp,4.17,491,2020,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/55801878-ka-kas-prarasto-arba-penktoji-aveniu
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mano sielos moterys,"Allende, Isabel*",,9786090143544,,192        pp,4.04,"27,282","Nov 05, 2020","Nov 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55949575-mano-sielos-moterys
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laisvės dukros,"Di Fulvio, Luca",,9786090143568,,656        pp,4.33,"1,090","Apr 09, 2019","Nov 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55949593-laisv-s-dukros
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neortodoksiška: kaip skandalingai išsižadėjau savo chasidiškų šaknų,"Feldman, Deborah*",,9786094871023,,352        pp,3.99,"63,388","Feb 14, 2012",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55662368-neortodoksi-ka
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abipusiu sutikimu: (Ne)uždraustų santykių istorija,"Springora, Vanessa",,9786094793660,,144        pp,4.29,"21,564","Jan 02, 2020",Oct 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55614093-abipusiu-sutikimu
